sample	amp_chr_1p_NOTCH2	amp_chr_1q_CKS1B	amp_chr_2p	amp_chr_2q	amp_chr_3p	amp_chr_3q	amp_chr_4p	amp_chr_4q	amp_chr_5p	amp_chr_5q	amp_chr_6p	amp_chr_6q	amp_chr_7p	amp_chr_7q	amp_chr_8p	amp_chr_8q_MYC	amp_chr_8q_MYC_enhancer	amp_chr_9p	amp_chr_9q	amp_chr_10p	amp_chr_10q	amp_chr_11p	amp_chr_11q_CCND1	amp_chr_12p	amp_chr_12q	amp_chr_13q	amp_chr_14q	amp_chr_15q	amp_chr_16p	amp_chr_16q	amp_chr_17p	amp_chr_17q	amp_chr_18p	amp_chr_18q	amp_chr_19p	amp_chr_19q	amp_chr_20p	amp_chr_20q	amp_chr_21q	amp_chr_22q	del_chr_1p_CDKN2C	del_chr_1p_EVI5	del_chr_1p_TENT5C	del_chr_1q	del_chr_2p	del_chr_2q	del_chr_3p	del_chr_3q	del_chr_4p	del_chr_4q	del_chr_5p	del_chr_5q	del_chr_6p	del_chr_6q	del_chr_7p	del_chr_7q	del_chr_8p	del_chr_8q	del_chr_9p	del_chr_9q	del_chr_10p	del_chr_10q_NFKB2	del_chr_11p	del_chr_11q_BIRC2	del_chr_12p	del_chr_12q	del_chr_13q_RB1	del_chr_14q_MAX	del_chr_14q_TRAF3	del_chr_15q	del_chr_16p	del_chr_16q_CYLD	del_chr_17p_TP53	del_chr_17q	del_chr_18p	del_chr_18q	del_chr_19p	del_chr_19q	del_chr_20p	del_chr_20q	del_chr_21q	del_chr_22q
MMRF_2637_1_BM_CD138pos_pair	0.054	0.911	0.001	0.023	0	0.033	0	0	0.204	0.01	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0.016	0	0	0	0.012	0	0	0	0	0.236	0.236	0	0	0	0	0.01	0	0.049	0.973	1	0	0	0	0	0	0.043	0.043	0	0	0.013	0.016	0.123	0.036	1	0.005	0.053	0.001	0.008	0.002	0.099	0.002	0	0.992	0.988	0.016	0.016	0	0.247	0.06	0.097	0.106	0	0	0.005	0.075	0.17	0.103	0	0.05
MMRF_2638_1_BM_CD138pos_pair	0	0	0.016	0.006	0.007	0.009	0.001	0.001	0.006	0	0.017	0.017	0.007	0.007	0	0	0	0	0	0.007	0	0	0	0.014	0.014	0	0.001	0.009	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002	0	0	0.014	0.006	0.015	0	0	0.02	0.001	0.001	0	0.016	0.025	0.009	0	0.005	0.005	0.024	0.005	0.003	0.003	0.007	0.017
MMRF_2639_1_BM_CD138pos_pair	0.009	0.009	0.012	0.017	0.015	0.014	0.003	0.009	0.013	0.013	0.019	0.018	0.006	0.005	0.013	0.005	0.005	0.014	0.013	0	0	0.004	0.003	0	0	0	0	0	0	0	0	0.015	0.124	0.124	0	0	0.007	0.015	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.001	0	0	0.012	0.012	0.322	0.022	0.022	0.01	0.012	0.026	0.01	0	0	0	0.006	0.009	0	0	0	0.313
MMRF_2641_1_BM_CD138pos_pair	0.015	0.014	0.91	0.908	0.914	0.892	0.791	0.884	0.893	0.9	0.898	0.898	1	1	0	0	0	0.898	0.925	0	0	0.932	0.951	0	0	0	0	1	0.014	0	0.005	0.026	0.905	0.905	1	1	0	0.018	1	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.04	0	0	0.022	0	0	0	0.029	0.019	0.019	0	0	0	0	0.005	0	0	0	0	0	0	0.013	0	0	0
MMRF_2642_1_BM_CD138pos_pair	0.009	1	0.02	0.013	1	1	0.01	0.011	1	1	0.018	0.018	0.021	0.018	0.007	0	0	1	1	0.002	0.01	0.002	0.007	0.019	0	0	0.004	1	0.001	0	0.037	0.022	0.007	0.007	1	1	0.014	0.014	0.014	0.009	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	1	1	0	0	0	0	0.018	0.005	0	0	0	0	0	0	0	0	0
MMRF_2643_1_BM_CD138pos_pair	0	0.265	0.57	0	1	0.018	0.046	0	0.029	0	0.018	0	0.031	0.03	0.015	0	0	0.007	0.001	0	0.42	0.018	0.445	0	0	0	0.111	0.142	0.002	0	0	0.016	0.043	0.032	0	0	0	0	0.034	0	0.011	0.011	0.011	0.02	0	0.039	0	0	0	0.105	0	0.293	0	0.125	0	0	0	0.859	0	0	0.068	0	0	0	0.073	0.452	1	0	0	0	0	0.972	1	0	0	0	0.019	0.02	0.036	0.179	0	0.488
MMRF_2646_1_BM_CD138pos_pair	0	0.015	0.012	0	0.002	0.002	0	0	1	1	0.009	0.008	0	0	0	0	1	1	1	0.01	0.006	0.009	0.002	0.013	0.014	0	0	1	0	0	0.035	0.035	0	0	1	1	0.009	0.038	0	0.042	1	1	1	0	0	0.004	0	0	0.02	0.017	0	0	0	0	0.003	0.003	0.012	0.002	0	0	0	0.015	0	0	0	0	0.032	0	0	0	0.008	0.017	0	0	0.014	0.014	0	0	0	0	0	0
MMRF_2647_1_BM_CD138pos_pair	0	0.002	0.017	0.01	0.01	0.013	0	0.19	0.032	0	1	0	0.003	0	0	0	0	0.009	0	0	0	0.096	0	0	0	0	0	0.082	0	0	0	0.021	0.025	0.025	0	0	0	0	0.014	0	0	0	0	0.984	0	0	0	0	0.003	0	0	0.432	0	0.989	0	0.312	0.374	0	0	0.001	0.987	0.023	0	0.012	0.471	0.097	0.998	1	0	0	0.153	0.161	1	0	0	0	0.026	0.073	0.004	0.008	0	0.03
MMRF_2650_1_BM_CD138pos_pair	0	0	0.003	0.001	0.01	0.009	0.05	0.05	0.003	0.011	0.07	0	0.03	0.034	0.019	0.004	0.004	0	0.643	0.001	0.006	0	0	0	0	0	0	0.082	0.002	0	0	0	0	0	0	0	0.001	0.003	0.007	0.013	0.003	1	1	0	0	0	0	0	0	0	0	0	0	0.083	0	0	0	0	0.026	0	0	0	0.005	0.006	0.009	0.008	1	0.027	0.027	0	0	1	0.019	0	0.09	0.09	0.005	0	0	0	0	0
MMRF_2651_1_BM_CD138pos_pair	0	0.915	0.507	0.014	0	0	0	0.035	0.006	0.006	0.989	0	0	0.02	0	0	0	0.028	0	0	0	0.728	0.011	0.006	0.006	0	0	0.381	0	0	0	0.991	0.031	0.031	0	0	0.003	0	0.271	0	0.057	0.057	0.057	0	0	0	0	0	0.865	0	0	0	0	0.977	0.384	0	0.975	0.975	0	0.004	0.022	0.024	0	0	0	0	0.976	0.976	0.976	0	0.01	0.849	0.01	0	0	0	0.025	0.012	0	0.987	0	0.992
MMRF_2652_1_BM_CD138pos_pair	0	0.999	0.004	0.001	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.005	0.005	0	0	0	0.017	0	0	0	0	0.016	0	0	0.038	0.046	0	0	0.058	0.056	0	0	0.01	0	0.969	1	1	0	0	0	0.003	0.004	0.008	1	0.014	0.001	0.014	0.014	0.002	0	1	1	0	0	0.019	0.009	0.998	0	0.807	0.992	1	1	0.944	0	0.96	0.992	0	0	0.01	0.011	0	0	0.526	0.224	0	0.966
MMRF_2654_1_BM_CD138pos_pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.002	0	0	0	0.017	0.016	0.019	0	0	0	0	0	0.003	0.013	0	0	0	0.022	1	0.01	0.01	0.016	0.012	0.026	0.022	0.019	0.02	0.03	0.027	1	0.019	0.019	0.023	0.023	1	0.006	0.022	0.022	0.026	1	0.014	0	0.016	0.016	1	0	0	0	0	0	0	0.004	0.024	0.024	0	0	0	0	0.015	0
MMRF_2655_1_BM_CD138pos_pair	0	0.791	0.023	0.014	0.01	0	0	0	0.011	0.002	0	0	0.022	0.017	0	0.005	0.005	0.155	0.155	0.027	0.019	0.027	0.012	0.001	0	0	0	0	0	0	0.018	0.02	0.034	0.028	0.009	0	0.031	0.031	0	0	1	1	1	0	0	0	0	0.006	0.02	0.021	0	0	0.016	0.016	0	0	0.071	0.057	0	0	0	0.002	0	0	0	0.003	1	1	1	0.001	1	0.996	0.007	0	0	0	0	0.048	0	0	0.029	1
MMRF_2659_1_BM_CD138pos_pair	0	1	0	0	0.035	0.043	0	0	0	0	0.022	0	0	0	0.003	1	0.06	0.012	0.129	0	0	0.081	0.085	0.011	0.011	0	0	1	0	0	0	0	0.01	0.01	0	0	0	0	0	0	1	1	1	0	0	0.005	0	0	1	1	0.196	0.775	0	1	0.004	0.004	0	0	0	0	0.018	0.029	0	0	0	0	0.016	1	1	0	1	1	0.474	0.013	0	0	0.042	0.036	0.011	0.011	0.012	0.021
MMRF_2660_1_BM_CD138pos_pair	0.003	0.003	0.008	0.004	0.784	0.776	0	0	0	0.001	0	0.218	0.778	0.778	0	0.958	0.012	0.765	0.782	0.001	0.001	0	0.006	0	0	0	0	0.986	0	0	0	0	0.001	0.001	0.841	0.086	0.009	0.009	0.002	0	0	0	0	0	0	0	0	0	0.001	0.001	0.001	0	0.002	0	0	0	0.631	0	0	0	0	0	0	0	0.001	0.001	0.154	0.01	0.01	0	0.014	0.018	0.002	0.075	0	0	0	0	0	0	0	0.039
MMRF_2664_1_BM_CD138pos_pair	0	0.044	0.001	0	0.839	0.858	0.861	0.861	0.854	0.854	0.005	0	0.882	0.879	0	0	0	0	0.002	0	0	0.931	0.942	0	0	0	0	1	0	0	0	0	0.004	0.005	0.83	0.815	0.128	0	0	0	0	0.792	0.584	0	0	0.005	0	0	0	0	0	0	0	0.885	0	0	0.056	0.056	0.012	0	0.009	0	0	0	0.014	0.014	0.03	0	0	0	0.027	0.008	0	0.01	0	0	0	0	0	0.207	0.02	0.032
MMRF_2665_1_BM_CD138pos_pair	0	0.989	0	0	1	1	0	0	1	1	0	0	0	0	0	0.009	0.026	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0.139	0	0	0	0	0.005	0.005	0.005	0	0.015	0.022	0	0	0.021	0.029	0	0	0.002	0.001	0.007	0.007	0.024	0.014	0	0	0.013	0.014	0	0	0.017	0.017	0.016	0.007	0.007	0	0.024	0.007	0	0.008	0.017	0.017	0	0	0.014	0.014	0.019	0.035
MMRF_2666_1_BM_CD138pos_pair	0	0.07	0.001	0	1	1	0.009	0.016	0.038	0.01	1	0.665	0.004	0.004	0	0.006	0.006	1	1	0	0	0.005	0.006	0	0.002	0	0	1	0	0	0	0	0	0	0.985	0.998	0	0.002	0.004	0	0.009	0.048	0.048	0	0	0.446	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0.001	0	0	0	0.382	0	1	0.551	0.011	0	0.014	0.007	0.387	0.004	0.042	0.042	0	0	0.006	0	0	0.021
MMRF_2667_1_BM_CD138pos_pair	0	0.074	0	0	0	0	0.002	0.002	0	0	0	0	0	0	0	0.002	0.002	0.014	0	0	0	0.005	0.012	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.001	0	0.008	0.005	0.006	0.007	0	0	0.006	0.006	0.017	0.017	0.007	0.007	0.005	0.005	0	0.012	0.014	0.007	0	0	0.009	0.009	1	0	0	0.015	0.027	0.095	0.006	0.022	0.003	0.003	0.02	0.023	0.013	0.013	0.006	0.018
MMRF_2669_1_BM_CD138pos_pair	0.014	1	0.018	0.014	0.067	0.077	0	0	0	0.02	0.031	0.032	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0.018	0	0	0.333	0.333	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.375	0.375	0.019	0	0	0	0.014	0.005	0.698	0.512	0.022	0.003	0.011	0.008	0	0	1	1	1	1	1	0	0.04	0.012	0	0	0.008	0.008	0.026	0.013	0.006	0.002	0	0.037
MMRF_2670_1_BM_CD138pos_pair	0.01	0.032	0	0	1	0.941	0	0	0	0	0.031	0	1	0.919	0	0.024	0.024	0	0.012	0	0	0	0.01	0	0	0	0	1	0	0.001	0	0	0	0	1	0.881	0	0.006	0	0	0	0	0	0.083	0.006	0.006	0	0	0.058	0.017	0.027	0.025	0	0.01	0	0	0.013	0.025	0.032	0	0.036	0.909	0.003	0	0.014	0.014	0	0.007	0.007	0	0.025	0.005	0	0.007	0.293	0.014	0	0	0.008	0	0	0.01
MMRF_2676_1_BM_CD138pos_pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.001	0.001	0.032	0.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.999	1	0	1	0.005	0.005	0.005	1	0.989	0	0.002	1	0.998	1	1	0	0.006	0	0	0.018	0.011	0.008	0.001	0.005	0.005	0.988	1	1	0.022	1	0.997	0.012	0.018	0.006	0.006	0.015	0.015	0.022	0.022	0.544	1
MMRF_2677_1_BM_CD138pos_pair	0	0.018	0.017	0.003	0.974	0.987	0	0	0.971	0.971	0.06	0	0	0.005	0	0	0	0.943	0.934	0.012	0	0.973	0.978	0.029	0.029	0	0	1	0.038	0	0.061	0.061	0.014	0	1	1	0.03	0.025	0.004	0	0	0.477	0.477	0	0	0	0	0	0.016	0.019	0	0	0	0.994	0.01	0	0.005	0.021	0	0	0	0.012	0	0	0	0	0.017	0.002	0.002	0	0	0.016	0	0	0	0.028	0	0	0	0	0	0.48
MMRF_2678_1_BM_CD138pos_pair	0.006	0.018	0	0	0.97	1	0.014	0.029	0.998	1	1	0.865	0.035	0.69	0	0.003	0.003	1	1	0	0	0.998	1	0	0	0	0	1	0	0	0	0	0.045	0.045	1	1	0	0	1	0	0	0	0	0	0.004	0.007	0	0	0	0	0	0	0	0	0	0	1	0.001	0	0	0.006	0.012	0	0	0.005	0.005	0.664	0.012	0.012	0	0.022	0.017	0	0.001	0	0	0	0	0.005	0.005	0	0.036
MMRF_2679_1_BM_CD138pos_pair	0.004	0.505	0.006	0	0.006	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.016	0	0	0.012	0.012	0	0.008	0	0.003	0	0	0	0	0	0.007	0	0	0.039	0.004	0.005	0.005	0.004	0.004	0.005	0.005	0.004	0.004	0.068	0.002	0.003	0.002	0.001	0	0.002	0.002	1	1	0.999	0.016	0.035	0.992	0	0	0.012	0.012	0	0	0.009	0	1	0
MMRF_2680_1_BM_CD138pos_pair	0	0	0.182	0.019	1	0.98	0.001	0.011	1	0.663	0.019	0	0.019	0	0	0.019	0.019	1	1	0.013	0.006	1	1	0	0.015	0	0.015	1	0	0	0.003	0.003	0	0	0.964	0.933	0.014	0.014	0.014	0.004	0	0.673	0.746	0.012	0	0	0	0	0	0	0	0	0	0.494	0	0.653	0.263	0	0	0	0	0.532	0	0	0.254	0	0.076	0	0	0	0.016	0.019	0.001	0	0.015	0.318	0	0	0	0	0	0
MMRF_2681_1_BM_CD138pos_pair	0	0.02	0.016	0	0.015	0.022	0.004	0.026	0.014	0.015	0	0	0.003	0.007	0.018	0.017	0.017	0.014	0.014	0	0.252	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.984	0.509	0	0	0.016	0	0	0	0	0	0	0.003	0.025	0	0	0	0	0	0	0.007	0	0.133	0.93	0.958	0	0.988	0.792	0.643	0	0.036	0.089	0.03	0.095	0.069	0.069	0.033	0.028	0.003	0.002	0.004	0.068
MMRF_2685_1_BM_CD138pos_pair	0.009	1	0.014	0.015	0	0.021	0.015	0.026	0.022	0.02	1	0.028	0.027	0.027	0	1	1	1	1	0.003	1	0.028	0.014	0.023	0.023	0.008	0	0.018	0	0	0	0	0.004	0.034	1	0.26	0	0	0.003	0	0.026	0.958	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0.693	0	0	0	0	0.012	0	0	0	0	0.006	0.782	0.034	0	0.021	0.036	0.868	0.059	0	0	0	0	0.894	0.151	0	0.048
MMRF_2688_1_BM_CD138pos_pair	0	0.01	0	0	0.095	0.095	1	1	1	1	0	0	1	1	0	0	0.003	1	1	0	0	1	1	0.004	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0.133	0.133	0.133	0	0	0.004	0	0	0	0	0	0	0.003	0.002	0	0	0.037	0.031	0	0	0.01	0.003	0	0	0	0.004	0.349	0.012	0	0	0.026	0.57	0.009	0.009	0.012	0.012	0	0	0.006	0.006	0	0.032
MMRF_2689_1_BM_CD138pos_pair	0	0.01	0	0	1	1	0.007	0.007	0	0	0	0	0.004	0.004	0	0	0	0.079	0.079	0.001	0.001	0	0	0	0	0	0	1	0	0	0.001	0.001	0	0	0.011	0.011	0	0.015	0.075	0	0	0	0	0	0.001	0.935	0	0	0	0	0.004	0.004	0.005	0.005	0	0	0.034	0.034	0	0	0	0	0.005	0.763	0.135	0.089	1	0.563	0.009	0	0.003	0.003	0	0	0.001	0	0	0	0.013	0	0	0.978
MMRF_2692_1_BM_CD138pos_pair	0.007	0.006	0.016	0.004	0.007	0.008	0.003	0.003	0.002	0.002	0.01	0.01	0	0	0.014	0	0	0.001	0.001	0	0.006	0.007	0.001	0.009	0.009	0	0.012	0.011	0	0	0	0.006	0.003	0.003	0	0	0.01	0.01	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0.007	0	0	0	0.014	0.013	0.005	0	0	0	0.027	0.026	0	0	0	0.021
MMRF_2694_1_BM_CD138pos_pair	0	0.971	0.005	0	0.01	0.016	0.021	0.019	0.022	0.017	0.011	0.011	0.009	0.002	0	0	0	0	0	0	0	0.009	0.004	0.013	0	0	0	0	0	0	0	0	0.012	0.012	0	0	0	0	0.008	0	0.026	0.971	0.068	0	0	0.974	0	0	0	0	0	0	0	0	0	0	0.108	0.986	0.984	0.016	0.008	0	0	0	0	0.003	0.975	0.99	0.051	0.008	0.046	0	0.048	0.156	0	0	0.103	0.074	0.008	0.021	0	0.081
MMRF_2695_1_BM_CD138pos_pair	0	1	0.023	0	0.302	0.426	0	0.027	0.02	0.028	0.04	0.034	1	1	0	0.005	0.005	0.129	0.96	0.014	0.014	0.02	0	0.032	0.032	0	0	1	0	0	0	0.013	0	1	0.978	0.931	0	0	0.991	0.005	0.004	0.628	0.879	0	0	0.893	0	0	0.009	0	0	0	0	0	0	0	0.899	0	0	0	0	0.006	0	0	0	0	1	1	0.008	0	0.018	0.212	0.025	0	0.111	0	0	0	0.998	0.227	0	0
MMRF_2696_1_BM_CD138pos_pair	0	0.012	0.01	0.008	1	1	0.005	0.018	1	1	0.017	0.017	1	1	0	0	0	1	1	1	1	0.777	0.986	0.009	0.009	0	0	1	0	0	0	0	0.01	0.01	0.96	0.96	0	0	1	0	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0.035	0	0	0	0	0	0	0	0	1	0	0	0	0.018	0.021	0.015	0.002	0	0	0	0	0.005	0.005	0	0.022
MMRF_2698_1_BM_CD138pos_pair	0.003	0.014	1	0	1	0.955	0	0	0.865	0.865	0.045	0	0.897	1	0	0.085	0.085	1	1	0	0	0.073	1	0	0.046	0.316	0	1	0	0	0.01	0.01	0.087	0.087	0.835	0.835	0	0.018	1	0	0.035	0	0	0	0	0.04	0	0	0.111	1	0	0	0	1	0	0	1	0	0	0	0.061	0.071	0	0	1	0	0	1	1	0	0.055	1	0	0	0	0	0	0	0.048	0	0	0.026
MMRF_2699_1_BM_CD138pos_pair	0.011	0.004	0.009	0.01	1	1	0.015	0.015	0	0.015	1	0.803	0.006	0.006	1	1	1	1	1	0.014	0	1	1	0.011	0.008	0	0	1	0	0	0	0	0.012	0.012	0.96	1	0.002	0.556	0.008	0	1	0	0	0	0	0	0	0	0	0	0.094	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	1	0	0	0	0.027	0.01	0.024	0.008	0	0	0	0	0	0	0	0.036
MMRF_2701_1_BM_CD138pos_pair	0	0	0.002	0	0.003	0.003	0	0.007	0.004	0.004	0	0	0.001	0.001	0.004	0.003	0.003	0.005	0	0	0	0	0	0.001	0.001	0.003	0.001	0	0	0	0	0	0.001	0.001	0	0	0	0	0.005	0	0.004	0.004	0.004	0.005	0	0.003	0	0	0.005	0	0	0	1	1	0	0	0	0	0	0.003	0.002	0.008	0	0	0	0	0	0.002	0.002	0.019	0.024	0.006	0.01	0.001	0	0	0.006	0.006	0.002	0.002	0	0.009
MMRF_2702_1_BM_CD138pos_pair	0	0.035	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0.009	0	0	0	0	0.001	0	0	1	1	1	1	1	1	0.011	0.011	0	0.012	0.189	0.289	0.289	0	0.006	0.015	0.006	0.006	0.031	0.031	0	0	0.011	0.011	0	0	0.029	0.029	0	0	0.033	0.018	0.006	0	0.011	0.011	0.02	1	1	0	0.044	0.005	0	0	0	0	0	0	0	0	0.022	0
MMRF_2703_1_BM_CD138pos_pair	0.006	0.006	0.009	0.005	1	1	0.981	0.962	1	1	0	0	1	1	0.007	0	0	1	1	0	0	0	0	0.003	0	0	0	1	0	0	1	1	1	1	1	1	0.017	0.014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0.005	0	0	0.008	0	0.033	0	0	0.005	0.004	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0.015
MMRF_2704_1_BM_CD138pos_pair	0.014	0.014	0.006	0.011	0.004	0.017	0.026	0.026	0.022	0.01	0	0.023	0.014	0.014	0.007	0.015	0.015	0.021	0	0.008	0	0	0.878	0.006	0.009	0	0.005	0.032	0	0.022	0	0	0.024	0.024	0.002	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0.006	0	0.009	0.012	0.017	0	0	1	0.002	0.002	0	0.05	0	0.029	0.057	0	0	0	0.003	0.012	0.012	0	0.06
MMRF_2705_1_BM_CD138pos_pair	0	0.075	0.016	0.024	1	1	0	0.496	0.652	0.231	0.529	0	0	0.015	0.034	0.129	0.129	1	1	0	0	1	1	0	0.004	0	0	1	0	0	0	0.008	1	1	1	1	0.007	0	1	0	0.01	0.01	0.01	0	0	0	0	0	0.007	0	0	0	0	0.991	0.054	0	0	0	0	0	0.039	0.012	0	0	0.003	0	0.085	0.002	0.002	0	1	0.01	1	0	0	0	0	0	0	0.004	0	0.023
MMRF_2706_1_BM_CD138pos_pair	0.011	1	0	0	0.043	0.043	0	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.01	0.01	0.063	0	0	0.003	0	0	0	0	0	0	0.005	0.013	0	0	0.013	0.003	0.025	0.014	0	0.903	0.013	0.01	0.111	0.027	0.011	0.005	0.022	0.007	0.015	0.002	0.992	0.005	0.982	0.983	0	0.017	0.029	0.016	0.004	0	0	0	0	0.01	0.997	0	0.007	0.996
MMRF_2707_1_BM_CD138pos_pair	0.005	0.013	0.004	0	0	0	0	0	0	0.003	0.002	0.002	0	0	0	0	0	0.006	0	0	0	1	1	0	0	0	0	0.021	0	0	0.007	0.007	0	0	0	0	0	0.012	0	0	0	1	0	0	0	0.003	0.003	0.009	0.006	0.006	0.005	0	0	0	0.019	0.019	0.002	0.004	0	0.02	0.008	0.003	0	0	0.011	0.006	1	0	0	0	0.002	0.007	0	0	0	0	0.005	0.004	0.006	0	0	0.001
MMRF_2708_1_BM_CD138pos_pair	0.015	1	0.005	0.015	0.007	0.019	0.02	0.02	0.036	0.017	0.004	0.028	1	1	0.113	0.106	0.106	1	1	0.001	0	0	0	0.011	0.003	0	0.01	0.011	0	0	0	0	0.021	0.03	0.992	0	0.006	0	0.01	0	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	1	0.007	0	0	1	0.001	0.001	0	0.049	0.039	0.044	0.038	0	0	0	0.036	0	0.008	0	0.074
MMRF_2709_1_BM_CD138pos_pair	0.003	0.905	0.004	0.003	0.885	0.901	0.007	0.009	1	1	0.006	0.011	1	1	0	0	0.998	1	1	0.003	0.655	1	1	0	0	0	0	1	0	0	0	0	0.004	0.002	1	1	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0.165	0.284	1	0	0.01	0	0.02	0.018	0.011	0.01	0	0	0	0	0.009	0.004	0	0.014
MMRF_2714_1_BM_CD138pos_pair	0.004	0.019	0.99	0.945	1	1	0	0	0.779	0.996	0.997	0.997	0	0	0	0	0	0.969	0.979	0	0	1	1	0.002	0	0.961	0	1	0	0	0.02	0.02	1	0.564	1	1	0.981	0.522	1	0	0	0	0	0	0	0	0	0	0.049	0.046	0	0	0	0	0.012	0.012	0.035	0.013	0	0	0.017	0.009	0	0	0	0.012	0	0.006	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.01
MMRF_2715_1_BM_CD138pos_pair	0.047	0.047	0.015	0	0	0	0.015	0.22	0	0	1	0	0.492	0.01	0	0	0	0	1	0	0	0.011	0.005	0	0	0	0	1	0	0	0	0.019	0	0	0.014	0	0.005	0.005	0.002	0.019	0	0	0	0	0	0.005	0.001	0.001	0	0	0.02	0.74	0	0.946	0	0	1	0.002	0.008	0	0.016	0.055	0	0	0.01	1	1	0.033	0.033	0	0.002	0.011	1	0	0.002	0.002	0	0.004	0	0	0	0
MMRF_2716_1_BM_CD138pos_pair	1	1	1	1	1	1	0.002	0	1	1	1	1	1	1	0.958	0.885	0.885	1	1	0.006	0.006	0.015	0.009	0.003	0.005	0	0	1	0	0	0.018	0.021	1	1	1	1	0	0.033	0.007	1	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0.004	0.004	0	0.029	0.036	0	0	0	0	0	0	0.012	0	0	0
MMRF_2718_1_BM_CD138pos_pair	0	0.006	0.001	0	0	0.002	0	0	0	0.007	0.481	0	0.002	0	0	0	0	0.011	0	0	0	0	1	0	0	0	0	0.044	0	0	0.086	0.003	0	0	0.014	0	0	0.02	0	0	0.002	0.002	0.002	0	0	0.002	0.009	0	0.062	0.062	0.016	0	0	0.348	0	0.008	0.011	0.011	0	0.003	0.008	0.005	0.001	0	0.002	0.002	0.041	0	0	0	0.03	0.021	0.026	0	0.009	0.009	0	0.012	0.014	0	0.008	0.002
MMRF_2719_1_BM_CD138pos_pair	0.002	1	0.012	0.017	0.014	0.022	0.02	0.038	0.023	0.018	1	0	0.019	0.019	0	0	0	0.022	0.002	0.01	0.006	0.01	0	0.017	0.017	0	0.003	1	0	0	0	0.003	0.018	0.018	0	0	0.004	0.004	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.053	0	0	0	0	0	0	0	0	0	1	0.01	0.034	0	0.017	0.014	0.02	0	0	0	0.014	0.01	0	0	0	0.603
MMRF_2721_1_BM_CD138pos_pair	0	0.014	0.009	0	0	0.014	0.005	0.004	1	1	0.009	0.009	0	0	0.005	0.006	0.006	1	1	0.003	0	0.985	0.986	0.007	0.007	0.003	0	1	0	0	0	0	0	0	1	1	0	0	0.989	0	0.036	0.036	0.036	0	0	0.994	0.002	0	0	0	0	0	0	0	0.001	0.001	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.073	0.013	0.005	0.005	0.001	0.001	0	0	0.002	0.002	0	0.035
MMRF_2722_1_BM_CD138pos_pair	0	1	0.05	0.01	0.007	0.014	0	0.018	1	0.018	0.022	0	0	0.951	0.022	1	0.009	0.002	0	0	0	0	0	0.023	0.017	0	0.01	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.974	0.974	0	0	0	0	0	0.013	0	0	0	0	0.972	0.931	0	0	0	0	0.009	0.99	0.007	0.003	0.001	0	0	0.983	0	0	0	0.037	0.018	0	0.002	0.001	0.001	0.057	0.065	0.012	0.012	0.002	0.034
