ID	TP53_CN	dataset
MMRF_1890_1_BM_CD138pos_pair	1.8921	CoMM
MMRF_1891_1_BM_CD138pos_pair	1.9921	CoMM
MMRF_1893_1_BM_CD138pos_pair	1.9568	CoMM
MMRF_1895_1_BM_CD138pos_pair	1.9886	CoMM
MMRF_1900_1_BM_CD138pos_pair	1.675	CoMM
MMRF_1906_1_BM_CD138pos_pair	1.9924	CoMM
MMRF_1908_1_BM_CD138pos_pair	2.017	CoMM
MMRF_1911_1_BM_CD138pos_pair	1.9868	CoMM
MMRF_1915_1_BM_CD138pos_pair	1.5346	CoMM
MMRF_1916_1_BM_CD138pos_pair	2.0047	CoMM
MMRF_1917_1_BM_CD138pos_pair	1.994	CoMM
MMRF_1918_1_BM_CD138pos_pair	2.0135	CoMM
MMRF_1921_1_BM_CD138pos_pair	2.0076	CoMM
MMRF_1922_1_BM_CD138pos_pair	1.9978	CoMM
MMRF_1927_1_BM_CD138pos_pair	2.0007	CoMM
MMRF_1928_1_BM_CD138pos_pair	2.0036	CoMM
MMRF_1929_1_BM_CD138pos_pair	2.0433	CoMM
MMRF_1930_1_BM_CD138pos_pair	2.0205	CoMM
MMRF_1931_1_BM_CD138pos_pair	2.0127	CoMM
MMRF_1932_1_BM_CD138pos_pair	2.022	CoMM
MMRF_1935_1_BM_CD138pos_pair	1.9673	CoMM
MMRF_1940_1_BM_CD138pos_pair	1.8366	CoMM
MMRF_1955_1_BM_CD138pos_pair	2.005	CoMM
MMRF_1957_1_BM_CD138pos_pair	2.0099	CoMM
MMRF_1960_1_BM_CD138pos_pair	2.0112	CoMM
MMRF_1963_1_BM_CD138pos_pair	2.029	CoMM
MMRF_1965_1_BM_CD138pos_pair	1.9776	CoMM
MMRF_1967_1_BM_CD138pos_pair	2.0205	CoMM
MMRF_1970_1_BM_CD138pos_pair	2.0148	CoMM
MMRF_1971_1_BM_CD138pos_pair	2.0135	CoMM
MMRF_1972_1_BM_CD138pos_pair	1.9702	CoMM
MMRF_1977_1_BM_CD138pos_pair	1.9999	CoMM
MMRF_1978_1_BM_CD138pos_pair	2.0082	CoMM
MMRF_1981_1_BM_CD138pos_pair	1.4369	CoMM
MMRF_1982_1_BM_CD138pos_pair	2.0155	CoMM
MMRF_1985_1_BM_CD138pos_pair	2.0233	CoMM
MMRF_1986_1_BM_CD138pos_pair	2.002	CoMM
MMRF_1988_1_BM_CD138pos_pair	1.948	CoMM
MMRF_1991_1_BM_CD138pos_pair	2.0229	CoMM
MMRF_1992_1_BM_CD138pos_pair	1.9898	CoMM
MMRF_1994_1_BM_CD138pos_pair	1.9698	CoMM
MMRF_1995_1_BM_CD138pos_pair	1.9893	CoMM
MMRF_1997_1_BM_CD138pos_pair	1.9856	CoMM
MMRF_1998_1_BM_CD138pos_pair	2.0011	CoMM
MMRF_1999_1_BM_CD138pos_pair	3.0922	CoMM
MMRF_2000_1_BM_CD138pos_pair	1.9924	CoMM
MMRF_2001_1_BM_CD138pos_pair	2.0016	CoMM
MMRF_2002_1_BM_CD138pos_pair	3.1083	CoMM
MMRF_2005_1_BM_CD138pos_pair	2.0042	CoMM
MMRF_2006_1_BM_CD138pos_pair	2.0207	CoMM
MMRF_2007_1_BM_CD138pos_pair	2.0216	CoMM
MMRF_2012_1_BM_CD138pos_pair	1.9906	CoMM
MMRF_2014_1_BM_CD138pos_pair	2.017	CoMM
MMRF_2015_1_BM_CD138pos_pair	1.0188	CoMM
MMRF_2017_1_BM_CD138pos_pair	2.0196	CoMM
MMRF_2018_1_BM_CD138pos_pair	1.9931	CoMM
MMRF_2024_1_BM_CD138pos_pair	1.9984	CoMM
MMRF_2026_1_BM_CD138pos_pair	2.0131	CoMM
MMRF_2038_1_BM_CD138pos_pair	2.0095	CoMM
MMRF_2039_1_BM_CD138pos_pair	1.9988	CoMM
MMRF_2041_1_BM_CD138pos_pair	2.0059	CoMM
MMRF_2043_1_BM_CD138pos_pair	1.8965	CoMM
MMRF_2047_1_BM_CD138pos_pair	2.0536	CoMM
MMRF_2050_1_BM_CD138pos_pair	2.003	CoMM
MMRF_2054_1_BM_CD138pos_pair	2.0088	CoMM
MMRF_2055_1_BM_CD138pos_pair	2.0115	CoMM
MMRF_2056_1_BM_CD138pos_pair	2.022	CoMM
MMRF_2058_1_BM_CD138pos_pair	3.1154	CoMM
MMRF_2059_1_BM_CD138pos_pair	2.0165	CoMM
MMRF_2061_1_BM_CD138pos_pair	3.0232	CoMM
MMRF_2062_1_BM_CD138pos_pair	2.0083	CoMM
MMRF_2063_1_BM_CD138pos_pair	2.0172	CoMM
MMRF_2068_1_BM_CD138pos_pair	3.0855	CoMM
MMRF_2074_1_BM_CD138pos_pair	1.9994	CoMM
MMRF_2076_1_BM_CD138pos_pair	0.9922	CoMM
MMRF_2079_1_BM_CD138pos_pair	2.9697	CoMM
MMRF_2080_1_BM_CD138pos_pair	3.0587	CoMM
MMRF_2081_1_BM_CD138pos_pair	2.0231	CoMM
MMRF_2082_1_BM_CD138pos_pair	2.0235	CoMM
MMRF_2083_1_BM_CD138pos_pair	1.0396	CoMM
MMRF_2087_1_BM_CD138pos_pair	1.9913	CoMM
MMRF_2089_1_BM_CD138pos_pair	1.9723	CoMM
MMRF_2090_1_BM_CD138pos_pair	2.0091	CoMM
MMRF_2091_1_BM_CD138pos_pair	1.148	CoMM
MMRF_2093_1_BM_CD138pos_pair	1.9989	CoMM
MMRF_2095_1_BM_CD138pos_pair	2.0154	CoMM
MMRF_2097_1_BM_CD138pos_pair	2.0417	CoMM
MMRF_2098_1_BM_CD138pos_pair	1.9993	CoMM
MMRF_2101_1_BM_CD138pos_pair	2.8707	CoMM
MMRF_2102_1_BM_CD138pos_pair	2.0139	CoMM
MMRF_2106_1_BM_CD138pos_pair	2.0029	CoMM
MMRF_2107_1_BM_CD138pos_pair	2.8702	CoMM
MMRF_2111_1_BM_CD138pos_pair	1.9851	CoMM
MMRF_2112_1_BM_CD138pos_pair	1.9776	CoMM
MMRF_2113_1_BM_CD138pos_pair	2.0002	CoMM
MMRF_2115_1_BM_CD138pos_pair	1.9876	CoMM
MMRF_2116_1_BM_CD138pos_pair	1.9904	CoMM
MMRF_2118_1_BM_CD138pos_pair	1.9989	CoMM
MMRF_2119_1_BM_CD138pos_pair	1.9998	CoMM
MMRF_2122_1_BM_CD138pos_pair	2.0153	CoMM
MMRF_2125_1_BM_CD138pos_pair	2.0023	CoMM
MMRF_2126_1_BM_CD138pos_pair	2.0143	CoMM
MMRF_2128_1_BM_CD138pos_pair	2.0022	CoMM
MMRF_2129_1_BM_CD138pos_pair	2.0153	CoMM
MMRF_2132_1_BM_CD138pos_pair	2.9791	CoMM
MMRF_2137_1_BM_CD138pos_pair	1.9912	CoMM
MMRF_2138_1_BM_CD138pos_pair	2.0068	CoMM
MMRF_2140_1_BM_CD138pos_pair	2.0139	CoMM
MMRF_2141_1_BM_CD138pos_pair	2.0164	CoMM
MMRF_2143_1_BM_CD138pos_pair	1.9826	CoMM
MMRF_2144_1_BM_CD138pos_pair	2.0026	CoMM
MMRF_2149_1_BM_CD138pos_pair	1.9915	CoMM
MMRF_2150_1_BM_CD138pos_pair	2.0013	CoMM
MMRF_2151_1_BM_CD138pos_pair	1.9794	CoMM
MMRF_2152_1_BM_CD138pos_pair	1.0644	CoMM
MMRF_2153_1_BM_CD138pos_pair	2.009	CoMM
MMRF_2159_1_BM_CD138pos_pair	1.9932	CoMM
MMRF_2167_1_BM_CD138pos_pair	2.0115	CoMM
MMRF_2168_1_BM_CD138pos_pair	2.0006	CoMM
MMRF_2170_1_BM_CD138pos_pair	2.0108	CoMM
MMRF_2172_1_BM_CD138pos_pair	1.9328	CoMM
MMRF_2173_1_BM_CD138pos_pair	1.9864	CoMM
MMRF_2174_1_BM_CD138pos_pair	2.0477	CoMM
MMRF_2176_1_BM_CD138pos_pair	1.9244	CoMM
MMRF_2180_1_BM_CD138pos_pair	2.0263	CoMM
MMRF_2181_1_BM_CD138pos_pair	1.9996	CoMM
MMRF_2183_1_BM_CD138pos_pair	2.4454	CoMM
MMRF_2185_1_BM_CD138pos_pair	2.0422	CoMM
MMRF_2186_1_BM_CD138pos_pair	1.9891	CoMM
MMRF_2187_1_BM_CD138pos_pair	1.9897	CoMM
MMRF_2190_1_BM_CD138pos_pair	2.0138	CoMM
MMRF_2194_1_BM_CD138pos_pair	0.9817	CoMM
MMRF_2195_1_BM_CD138pos_pair	2.0089	CoMM
MMRF_2197_1_BM_CD138pos_pair	1.9905	CoMM
MMRF_2198_1_BM_CD138pos_pair	2.007	CoMM
MMRF_2199_1_BM_CD138pos_pair	3.0826	CoMM
MMRF_2200_1_BM_CD138pos_pair	2.0004	CoMM
MMRF_2201_1_BM_CD138pos_pair	2.0174	CoMM
MMRF_2203_1_BM_CD138pos_pair	2.0125	CoMM
MMRF_2204_1_BM_CD138pos_pair	2.0352	CoMM
MMRF_2207_1_BM_CD138pos_pair	2.0192	CoMM
MMRF_2209_1_BM_CD138pos_pair	2.0084	CoMM
MMRF_2211_1_BM_CD138pos_pair	2.0007	CoMM
MMRF_2213_1_BM_CD138pos_pair	2.0109	CoMM
MMRF_2214_1_BM_CD138pos_pair	2.0077	CoMM
MMRF_2216_1_BM_CD138pos_pair	1.9845	CoMM
MMRF_2220_1_BM_CD138pos_pair	0.0303	CoMM
MMRF_2222_1_BM_CD138pos_pair	1.9933	CoMM
MMRF_2223_1_BM_CD138pos_pair	1.9957	CoMM
MMRF_2224_1_BM_CD138pos_pair	2	CoMM
MMRF_2225_1_BM_CD138pos_pair	1.9965	CoMM
MMRF_2226_1_BM_CD138pos_pair	2.9405	CoMM
MMRF_2229_1_BM_CD138pos_pair	1.9956	CoMM
MMRF_2230_1_BM_CD138pos_pair	1.9983	CoMM
MMRF_2231_1_BM_CD138pos_pair	2.0106	CoMM
MMRF_2232_1_BM_CD138pos_pair	1.9959	CoMM
MMRF_2236_1_BM_CD138pos_pair	3.0518	CoMM
MMRF_2237_1_BM_CD138pos_pair	3.0115	CoMM
MMRF_2238_1_BM_CD138pos_pair	0.9692	CoMM
MMRF_2240_1_BM_CD138pos_pair	2.0089	CoMM
MMRF_2244_1_BM_CD138pos_pair	1.9581	CoMM
MMRF_2245_1_BM_CD138pos_pair	1.9909	CoMM
MMRF_2246_1_BM_CD138pos_pair	2.0137	CoMM
MMRF_2250_1_BM_CD138pos_pair	2.0249	CoMM
MMRF_2251_1_BM_CD138pos_pair	1.1097	CoMM
MMRF_2253_1_BM_CD138pos_pair	1.997	CoMM
MMRF_2257_1_BM_CD138pos_pair	2.009	CoMM
MMRF_2258_1_BM_CD138pos_pair	2.0012	CoMM
MMRF_2265_1_BM_CD138pos_pair	1.9882	CoMM
MMRF_2266_1_BM_CD138pos_pair	2.0016	CoMM
MMRF_2267_1_BM_CD138pos_pair	1.9932	CoMM
MMRF_2268_1_BM_CD138pos_pair	2.0304	CoMM
MMRF_2269_1_BM_CD138pos_pair	2.0037	CoMM
MMRF_2270_1_BM_CD138pos_pair	1.9794	CoMM
MMRF_2271_1_BM_CD138pos_pair	2.013	CoMM
MMRF_2272_1_BM_CD138pos_pair	0.9824	CoMM
MMRF_2273_1_BM_CD138pos_pair	1.9219	CoMM
MMRF_2279_1_BM_CD138pos_pair	1.9781	CoMM
MMRF_2281_1_BM_CD138pos_pair	1.9883	CoMM
MMRF_2284_1_BM_CD138pos_pair	1.9796	CoMM
MMRF_2286_1_BM_CD138pos_pair	2.0008	CoMM
MMRF_2288_1_BM_CD138pos_pair	2.0327	CoMM
MMRF_2289_1_BM_CD138pos_pair	2.0103	CoMM
MMRF_2290_1_BM_CD138pos_pair	2.0266	CoMM
MMRF_2291_1_BM_CD138pos_pair	1.9901	CoMM
MMRF_2292_1_BM_CD138pos_pair	1.9989	CoMM
MMRF_2293_1_BM_CD138pos_pair	1.9893	CoMM
MMRF_2297_1_BM_CD138pos_pair	1.9852	CoMM
MMRF_2300_1_BM_CD138pos_pair	2.0048	CoMM
MMRF_2301_1_BM_CD138pos_pair	1.9804	CoMM
MMRF_2302_1_BM_CD138pos_pair	2.9501	CoMM
MMRF_2305_1_BM_CD138pos_pair	2.0086	CoMM
MMRF_2306_1_BM_CD138pos_pair	2.0168	CoMM
MMRF_2307_1_BM_CD138pos_pair	1.9514	CoMM
MMRF_2308_1_BM_CD138pos_pair	1.9826	CoMM
MMRF_2310_1_BM_CD138pos_pair	1.0023	CoMM
MMRF_2313_1_BM_CD138pos_pair	3.0688	CoMM
MMRF_2314_1_BM_CD138pos_pair	1.9963	CoMM
MMRF_2316_1_BM_CD138pos_pair	1.9961	CoMM
MMRF_2317_1_BM_CD138pos_pair	2.0431	CoMM
MMRF_2324_1_BM_CD138pos_pair	1.9347	CoMM
MMRF_2325_1_BM_CD138pos_pair	2.0033	CoMM
MMRF_2326_1_BM_CD138pos_pair	2.0058	CoMM
MMRF_2327_1_BM_CD138pos_pair	1.9982	CoMM
MMRF_2328_1_BM_CD138pos_pair	1.9996	CoMM
MMRF_2329_1_BM_CD138pos_pair	2.0118	CoMM
MMRF_2330_1_BM_CD138pos_pair	1.9774	CoMM
MMRF_2331_1_BM_CD138pos_pair	1.9962	CoMM
MMRF_2333_1_BM_CD138pos_pair	2.0261	CoMM
MMRF_2335_1_BM_CD138pos_pair	2.0116	CoMM
MMRF_2336_1_BM_CD138pos_pair	2.0466	CoMM
MMRF_2339_1_BM_CD138pos_pair	2.0066	CoMM
MMRF_2341_1_BM_CD138pos_pair	2.0081	CoMM
MMRF_2344_1_BM_CD138pos_pair	2.9405	CoMM
MMRF_2352_1_BM_CD138pos_pair	1.9713	CoMM
MMRF_2353_1_BM_CD138pos_pair	1.9967	CoMM
MMRF_2362_1_BM_CD138pos_pair	1.9848	CoMM
MMRF_2364_1_BM_CD138pos_pair	2.0084	CoMM
MMRF_2365_1_BM_CD138pos_pair	1.9905	CoMM
MMRF_2366_1_BM_CD138pos_pair	1.9974	CoMM
MMRF_2367_1_BM_CD138pos_pair	1.9831	CoMM
MMRF_2368_1_BM_CD138pos_pair	3.0624	CoMM
MMRF_2373_1_BM_CD138pos_pair	1	CoMM
MMRF_2377_1_BM_CD138pos_pair	2.9976	CoMM
MMRF_2378_1_BM_CD138pos_pair	1.9542	CoMM
MMRF_2379_1_BM_CD138pos_pair	1.5621	CoMM
MMRF_2380_1_BM_CD138pos_pair	1.9804	CoMM
MMRF_2383_1_BM_CD138pos_pair	1.9848	CoMM
MMRF_2384_1_BM_CD138pos_pair	2.0006	CoMM
MMRF_2386_1_BM_CD138pos_pair	1.9964	CoMM
MMRF_2388_1_BM_CD138pos_pair	2.022	CoMM
MMRF_2394_1_BM_CD138pos_pair	1.9585	CoMM
MMRF_2397_1_BM_CD138pos_pair	2.0282	CoMM
MMRF_2399_1_BM_CD138pos_pair	2.0092	CoMM
MMRF_2400_1_BM_CD138pos_pair	2.0041	CoMM
MMRF_2401_1_BM_CD138pos_pair	1.9857	CoMM
MMRF_2404_1_BM_CD138pos_pair	1.9758	CoMM
MMRF_2407_1_BM_CD138pos_pair	1.9888	CoMM
MMRF_2409_1_BM_CD138pos_pair	1.996	CoMM
MMRF_2410_1_BM_CD138pos_pair	1.4091	CoMM
MMRF_2411_1_BM_CD138pos_pair	1.9796	CoMM
MMRF_2412_1_BM_CD138pos_pair	1.9847	CoMM
MMRF_2413_1_BM_CD138pos_pair	0.9522	CoMM
MMRF_2419_1_BM_CD138pos_pair	2.9485	CoMM
MMRF_2422_1_BM_CD138pos_pair	2.0441	CoMM
MMRF_2425_1_BM_CD138pos_pair	2.0338	CoMM
MMRF_2426_1_BM_CD138pos_pair	0.0055	CoMM
MMRF_2427_1_BM_CD138pos_pair	1.9813	CoMM
MMRF_2428_1_BM_CD138pos_pair	2.0294	CoMM
MMRF_2429_1_BM_CD138pos_pair	0.9762	CoMM
MMRF_2433_1_BM_CD138pos_pair	2	CoMM
MMRF_2436_1_BM_CD138pos_pair	1.976	CoMM
MMRF_2437_1_BM_CD138pos_pair	1.8349	CoMM
MMRF_2438_1_BM_CD138pos_pair	2.012	CoMM
MMRF_2440_1_BM_CD138pos_pair	1.9954	CoMM
MMRF_2442_1_BM_CD138pos_pair	1.9915	CoMM
MMRF_2444_1_BM_CD138pos_pair	1.9341	CoMM
MMRF_2445_1_BM_CD138pos_pair	3.1098	CoMM
MMRF_2446_1_BM_CD138pos_pair	1.9972	CoMM
MMRF_2449_1_BM_CD138pos_pair	2.0103	CoMM
MMRF_2453_1_BM_CD138pos_pair	2.0218	CoMM
MMRF_2455_1_BM_CD138pos_pair	2.0203	CoMM
MMRF_2456_1_BM_CD138pos_pair	2.0126	CoMM
MMRF_2457_1_BM_CD138pos_pair	2.0055	CoMM
MMRF_2458_1_BM_CD138pos_pair	2.0058	CoMM
MMRF_2459_1_BM_CD138pos_pair	1.9999	CoMM
MMRF_2461_1_BM_CD138pos_pair	1.9451	CoMM
MMRF_2464_1_BM_CD138pos_pair	2	CoMM
MMRF_2465_1_BM_CD138pos_pair	1.9908	CoMM
MMRF_2468_1_BM_CD138pos_pair	1.9914	CoMM
MMRF_2469_1_BM_CD138pos_pair	2.0171	CoMM
MMRF_2471_1_BM_CD138pos_pair	1.9872	CoMM
MMRF_2472_1_BM_CD138pos_pair	1.9857	CoMM
MMRF_2473_1_BM_CD138pos_pair	1.9937	CoMM
MMRF_2475_1_BM_CD138pos_pair	2.0227	CoMM
MMRF_2476_1_BM_CD138pos_pair	1.9303	CoMM
MMRF_2477_1_BM_CD138pos_pair	2.0062	CoMM
MMRF_2478_1_BM_CD138pos_pair	2.0193	CoMM
MMRF_2480_1_BM_CD138pos_pair	2.0001	CoMM
MMRF_2485_1_BM_CD138pos_pair	2.004	CoMM
MMRF_2486_1_BM_CD138pos_pair	2.004	CoMM
MMRF_2487_1_BM_CD138pos_pair	1.9806	CoMM
MMRF_2488_1_BM_CD138pos_pair	1.9647	CoMM
MMRF_2489_1_BM_CD138pos_pair	1.9997	CoMM
MMRF_2490_1_BM_CD138pos_pair	2	CoMM
MMRF_2493_1_BM_CD138pos_pair	2.0159	CoMM
MMRF_2497_1_BM_CD138pos_pair	2.0085	CoMM
MMRF_2498_1_BM_CD138pos_pair	1.9937	CoMM
MMRF_2499_1_BM_CD138pos_pair	2.0019	CoMM
MMRF_2501_1_BM_CD138pos_pair	1.9972	CoMM
MMRF_2503_1_BM_CD138pos_pair	1.9816	CoMM
MMRF_2504_1_BM_CD138pos_pair	2.0132	CoMM
MMRF_2505_1_BM_CD138pos_pair	1.9954	CoMM
MMRF_2506_1_BM_CD138pos_pair	2.9974	CoMM
MMRF_2507_1_BM_CD138pos_pair	1.9777	CoMM
MMRF_2511_1_BM_CD138pos_pair	2.0114	CoMM
MMRF_2514_1_BM_CD138pos_pair	1.9995	CoMM
MMRF_2516_1_BM_CD138pos_pair	1.9751	CoMM
MMRF_2517_1_BM_CD138pos_pair	1.9981	CoMM
MMRF_2518_1_BM_CD138pos_pair	0.9654	CoMM
MMRF_2519_1_BM_CD138pos_pair	2.0114	CoMM
MMRF_2522_1_BM_CD138pos_pair	2.0138	CoMM
MMRF_2523_1_BM_CD138pos_pair	2.0099	CoMM
MMRF_2524_1_BM_CD138pos_pair	3.1197	CoMM
MMRF_2525_1_BM_CD138pos_pair	2.9629	CoMM
MMRF_2531_1_BM_CD138pos_pair	2.0015	CoMM
MMRF_2532_1_BM_CD138pos_pair	1.9952	CoMM
MMRF_2535_1_BM_CD138pos_pair	2.0009	CoMM
MMRF_2538_1_BM_CD138pos_pair	1.9988	CoMM
MMRF_2539_1_BM_CD138pos_pair	1.9888	CoMM
MMRF_2541_1_BM_CD138pos_pair	2.0243	CoMM
MMRF_2543_1_BM_CD138pos_pair	1.9977	CoMM
MMRF_2545_1_BM_CD138pos_pair	1.9972	CoMM
MMRF_2546_1_BM_CD138pos_pair	2.0035	CoMM
MMRF_2548_1_BM_CD138pos_pair	2.0332	CoMM
MMRF_2549_1_BM_CD138pos_pair	2.0109	CoMM
MMRF_2557_1_BM_CD138pos_pair	3.0086	CoMM
MMRF_2559_1_BM_CD138pos_pair	2.0053	CoMM
MMRF_2560_1_BM_CD138pos_pair	2.0053	CoMM
MMRF_2563_1_BM_CD138pos_pair	2.0126	CoMM
MMRF_2564_1_BM_CD138pos_pair	1.9889	CoMM
MMRF_2566_1_BM_CD138pos_pair	2.0171	CoMM
MMRF_2568_1_BM_CD138pos_pair	0.9638	CoMM
MMRF_2570_1_BM_CD138pos_pair	1.9618	CoMM
MMRF_2572_1_BM_CD138pos_pair	1.9929	CoMM
MMRF_2573_1_BM_CD138pos_pair	1.9986	CoMM
MMRF_2574_1_BM_CD138pos_pair	1.2667	CoMM
MMRF_2577_1_BM_CD138pos_pair	2.0008	CoMM
MMRF_2579_1_BM_CD138pos_pair	1.5623	CoMM
MMRF_2580_1_BM_CD138pos_pair	1.9976	CoMM
MMRF_2581_1_BM_CD138pos_pair	2.0137	CoMM
MMRF_2583_1_BM_CD138pos_pair	3	CoMM
MMRF_2584_1_BM_CD138pos_pair	2.0046	CoMM
MMRF_2587_1_BM_CD138pos_pair	1.9877	CoMM
MMRF_2590_1_BM_CD138pos_pair	1.9837	CoMM
MMRF_2592_1_BM_CD138pos_pair	2.0005	CoMM
MMRF_2593_1_BM_CD138pos_pair	1.9879	CoMM
MMRF_2595_1_BM_CD138pos_pair	1.9903	CoMM
MMRF_2596_1_BM_CD138pos_pair	2.0258	CoMM
MMRF_2597_1_BM_CD138pos_pair	2.0066	CoMM
MMRF_2598_1_BM_CD138pos_pair	1.9942	CoMM
MMRF_2601_1_BM_CD138pos_pair	1.9949	CoMM
MMRF_2602_1_BM_CD138pos_pair	2.0017	CoMM
MMRF_2604_1_BM_CD138pos_pair	1.9523	CoMM
MMRF_2605_1_BM_CD138pos_pair	2.0163	CoMM
MMRF_2606_1_BM_CD138pos_pair	0.9239	CoMM
MMRF_2609_1_BM_CD138pos_pair	2.0199	CoMM
MMRF_2613_1_BM_CD138pos_pair	2.7061	CoMM
MMRF_2614_1_BM_CD138pos_pair	2.6542	CoMM
MMRF_2621_1_BM_CD138pos_pair	2.0074	CoMM
MMRF_2622_1_BM_CD138pos_pair	1.9963	CoMM
MMRF_2630_1_BM_CD138pos_pair	1.9932	CoMM
MMRF_2631_1_BM_CD138pos_pair	1.9875	CoMM
MMRF_2634_1_BM_CD138pos_pair	1.984	CoMM
MMRF_2636_1_BM_CD138pos_pair	1.9884	CoMM
MMRF_2637_1_BM_CD138pos_pair	1.9034	CoMM
MMRF_2638_1_BM_CD138pos_pair	1.9913	CoMM
MMRF_2639_1_BM_CD138pos_pair	1.9898	CoMM
MMRF_2641_1_BM_CD138pos_pair	2.0124	CoMM
MMRF_2642_1_BM_CD138pos_pair	1.9948	CoMM
MMRF_2643_1_BM_CD138pos_pair	0.9735	CoMM
MMRF_2646_1_BM_CD138pos_pair	2.0284	CoMM
MMRF_2647_1_BM_CD138pos_pair	0.9895	CoMM
MMRF_2650_1_BM_CD138pos_pair	1.9813	CoMM
MMRF_2651_1_BM_CD138pos_pair	1.9904	CoMM
MMRF_2652_1_BM_CD138pos_pair	2.0392	CoMM
MMRF_2654_1_BM_CD138pos_pair	2.0118	CoMM
MMRF_2655_1_BM_CD138pos_pair	1.9931	CoMM
MMRF_2659_1_BM_CD138pos_pair	1.5259	CoMM
MMRF_2660_1_BM_CD138pos_pair	1.9977	CoMM
MMRF_2664_1_BM_CD138pos_pair	2.0008	CoMM
MMRF_2665_1_BM_CD138pos_pair	2.0005	CoMM
MMRF_2666_1_BM_CD138pos_pair	1.6129	CoMM
MMRF_2667_1_BM_CD138pos_pair	1.9941	CoMM
MMRF_2669_1_BM_CD138pos_pair	2.3352	CoMM
MMRF_2670_1_BM_CD138pos_pair	2.0065	CoMM
MMRF_2676_1_BM_CD138pos_pair	1.9884	CoMM
MMRF_2677_1_BM_CD138pos_pair	2.0569	CoMM
MMRF_2678_1_BM_CD138pos_pair	2.0034	CoMM
MMRF_2679_1_BM_CD138pos_pair	2.0033	CoMM
MMRF_2680_1_BM_CD138pos_pair	1.9993	CoMM
MMRF_2681_1_BM_CD138pos_pair	1.9697	CoMM
MMRF_2685_1_BM_CD138pos_pair	1.1322	CoMM
MMRF_2688_1_BM_CD138pos_pair	1.991	CoMM
MMRF_2689_1_BM_CD138pos_pair	2.0009	CoMM
MMRF_2692_1_BM_CD138pos_pair	1.9946	CoMM
MMRF_2694_1_BM_CD138pos_pair	1.952	CoMM
MMRF_2695_1_BM_CD138pos_pair	1.9748000000000001	CoMM
MMRF_2696_1_BM_CD138pos_pair	1.9852	CoMM
MMRF_2698_1_BM_CD138pos_pair	2	CoMM
MMRF_2699_1_BM_CD138pos_pair	1.9761	CoMM
MMRF_2701_1_BM_CD138pos_pair	1.9905	CoMM
MMRF_2702_1_BM_CD138pos_pair	3.171	CoMM
MMRF_2703_1_BM_CD138pos_pair	3.0918	CoMM
MMRF_2704_1_BM_CD138pos_pair	1.9708	CoMM
MMRF_2705_1_BM_CD138pos_pair	0.9575	CoMM
MMRF_2706_1_BM_CD138pos_pair	1.996	CoMM
MMRF_2707_1_BM_CD138pos_pair	2.0097	CoMM
MMRF_2708_1_BM_CD138pos_pair	1.9563	CoMM
MMRF_2709_1_BM_CD138pos_pair	1.9892	CoMM
MMRF_2714_1_BM_CD138pos_pair	2.0322	CoMM
MMRF_2715_1_BM_CD138pos_pair	0.997	CoMM
MMRF_2716_1_BM_CD138pos_pair	2.0119	CoMM
MMRF_2718_1_BM_CD138pos_pair	1.9739	CoMM
MMRF_2719_1_BM_CD138pos_pair	1.9805	CoMM
MMRF_2721_1_BM_CD138pos_pair	1.9952	CoMM
MMRF_2722_1_BM_CD138pos_pair	2	CoMM
MMRF_2723_1_BM_CD138pos_pair	1.9976	CoMM
MMRF_2727_1_BM_CD138pos_pair	2.9864	CoMM
MMRF_2728_1_BM_CD138pos_pair	2.0046	CoMM
MMRF_2729_1_BM_CD138pos_pair	1.9984	CoMM
MMRF_2730_1_BM_CD138pos_pair	1.9923	CoMM
MMRF_2731_1_BM_CD138pos_pair	2.0084	CoMM
MMRF_2732_1_BM_CD138pos_pair	1.9847	CoMM
MMRF_2733_1_BM_CD138pos_pair	2	CoMM
MMRF_2734_1_BM_CD138pos_pair	1.8772	CoMM
MMRF_2737_1_BM_CD138pos_pair	1.9958	CoMM
MMRF_2738_1_BM_CD138pos_pair	1.9952	CoMM
MMRF_2739_1_BM_CD138pos_pair	0.9999	CoMM
MMRF_2740_1_BM_CD138pos_pair	2.0001	CoMM
MMRF_2742_1_BM_CD138pos_pair	2.0096	CoMM
MMRF_2743_1_BM_CD138pos_pair	2.0125	CoMM
MMRF_2745_1_BM_CD138pos_pair	1.9387	CoMM
MMRF_2746_1_BM_CD138pos_pair	1.998	CoMM
MMRF_2750_1_BM_CD138pos_pair	2.017	CoMM
MMRF_2751_1_BM_CD138pos_pair	2.0081	CoMM
MMRF_2752_1_BM_CD138pos_pair	2.0232	CoMM
MMRF_2753_1_BM_CD138pos_pair	1.9925	CoMM
MMRF_2754_1_BM_CD138pos_pair	2.0261	CoMM
MMRF_2755_1_BM_CD138pos_pair	2.986	CoMM
MMRF_2756_1_BM_CD138pos_pair	1.9735	CoMM
MMRF_2757_1_BM_CD138pos_pair	1.0196	CoMM
MMRF_2758_1_BM_CD138pos_pair	2.006	CoMM
MMRF_2760_1_BM_CD138pos_pair	1.9578	CoMM
MMRF_2761_1_BM_CD138pos_pair	1.9683	CoMM
MMRF_2762_1_BM_CD138pos_pair	2.009	CoMM
MMRF_2763_1_BM_CD138pos_pair	1.9824	CoMM
MMRF_2764_1_BM_CD138pos_pair	1.9948	CoMM
