cna	med_timing	mean_timing	sd	min	max	first_q	third_q	n
amp_chr_2p	2.6760332888295455	2.652245733609142	0.31064935785798237	2.1171090305605493	3.3228465308070194	2.4802555007567495	2.8485691671739306	20
amp_chr_21q	2.710651663892302	2.7247908712266473	0.5448367303509936	1.8675522111633547	3.724576486404255	2.3218336246522484	2.9477209451327826	20
del_chr_18p	2.7184636079066	2.712699741981985	0.44592448931445466	1.8137698625984513	3.7676857104566985	2.389832135618062	2.900235664681559	20
del_chr_10p	2.7499312319405806	2.6717559069151786	0.43480900193245925	1.9848486292711967	3.3467272668893746	2.312217634738602	3.0246261680074173	20
del_chr_4p_NSD2	2.811029987892693	2.775581487885716	0.43165205501630116	2.0104732940312475	3.812513610380462	2.497830496106057	2.988468177768706	20
del_chr_6p	2.8594016612988455	3.0221177258850793	0.7032610957527932	1.8333616638053651	4.710626498803396	2.5146342622324127	3.5171180893703116	20
amp_chr_16p_BCMA	2.9038073478958815	2.9232287379405197	0.3343107294283491	2.4033863212513014	3.6626525677440025	2.7152134960486136	3.08547552532731	20
del_chr_18q	2.942994604266058	2.869018956667969	0.5960439970630603	1.6257419262689237	4.384449912279919	2.4601541960894666	3.083340488618857	20
del_chr_11q_BIRC2	2.9719670173903454	2.9347991905954562	0.5343652672539675	2.003684807265018	3.749550936687034	2.4563700767661336	3.3224718833457505	20
amp_chr_19p	3.0074111036809	2.9922564979820634	0.46056834875420055	1.926206943037703	3.7476685094628843	2.689736494011246	3.2051054268023735	20
del_chr_1q	3.1211595789790345	3.122417857604089	0.4451854183320306	2.1837278246611866	3.899090558297905	2.9118924392476457	3.393677840633972	20
amp_chr_11p	3.1678670142029484	3.2210710998365615	0.7608894791447529	1.9875596708969974	5.23524773879987	2.602354941353581	3.6538011619963613	20
amp_chr_7q	3.1755625646698364	2.9244616531109164	0.9419404818401376	1.0526252482317195	4.462588652506208	2.3254869272189005	3.364208498454832	20
del_chr_16p	3.291564252286876	3.2731087604647886	0.3783793729705797	2.5082720663408455	3.8078982684572504	3.047896458860385	3.5284106209326778	20
amp_chr_5p	3.316734414575672	3.3053846017959576	0.933877606421	1.1118976464054906	5.212079625197694	2.909956205170875	3.633681745083491	20
del_chr_11p	3.349983890177961	3.336903730609773	0.6975184041445074	1.9403981780232944	4.666121404802054	3.011869951587136	3.67666527632091	20
del_chr_5q	3.3619571473732157	3.3535692849479446	0.5751721493154124	2.5169796326652194	4.628666194398642	2.856967694480028	3.6835295090694635	20
del_chr_17p	3.364406392106658	3.4151445350853025	0.37252944660886744	2.86213155211689	4.133299182792056	3.187981352522525	3.559401364898715	20
del_chr_3q_BCL6	3.397803686246517	3.3705230640479695	0.5653329591832293	2.230100400794691	4.3540286999813	2.986014688843018	3.7288699936990923	20
amp_chr_19q	3.4082505837727615	3.4449346160244354	0.8233546522630237	1.836846272554709	5.541727542394859	3.09196999094486	3.7094874704855254	20
amp_chr_15q	3.4512246617487934	3.3502369093272972	0.6199657298966577	1.990302114489056	4.262231491969324	3.050874591743702	3.6729524954367765	20
amp_chr_5q	3.4711378774151442	3.3371620660635988	2.053961672245288	-0.5775769645293761	6.652480053424107	3.1260293753662585	4.546359206354174	19
del_chr_10q	3.47187147461244	3.327954958440002	0.3795096823440997	2.5902233287692376	3.8578782629346184	3.011316966999235	3.5759117058376138	20
del_chr_15q	3.5759585106391567	3.7094363789224127	0.6460115586342291	2.774688000400782	5.311943707926334	3.4076498858698976	4.021820918247651	20
del_chr_7p	3.5894623315517724	3.6343655297205837	0.4837890388840334	2.7390095363746934	4.401826785643724	3.385179188087201	3.8777396054985975	20
amp_chr_20q	3.6240635907258576	3.6262813964844134	0.32012638268409793	3.0967477687546694	4.385352572131812	3.3821416987280744	3.8507126539821446	20
amp_chr_8p	3.646669543992144	3.5889731676125276	0.3547731139599456	2.7965414926133003	4.0910206095832145	3.3040464300861876	3.8619434306256224	20
del_chr_9p	3.68636432452024	3.811246102210247	0.5664370340402676	2.9296447763415485	5.292628047703179	3.4852217466566593	4.118517617930503	20
del_chr_5p	3.7041658682253398	3.6536772873816217	0.6575651260819537	2.548286834854148	4.924058361265248	3.1319856507790433	4.066946179597683	20
amp_chr_12p	3.8844682340455456	3.985192180692034	0.6373666853565249	2.939165691607498	5.516794992953165	3.604892298658239	4.209114677453187	20
amp_chr_7p	3.9123635906348166	3.8496113478177763	0.9918431042752041	0.6073626173918356	5.06023472691965	3.7151031185402896	4.438228780104923	20
amp_chr_20p	3.9362943454607646	3.961318413898094	0.363491859865741	3.066965239375913	4.452271916728913	3.77095610168044	4.250564519462333	20
amp_chr_1p	3.9510983927620513	4.075600688621441	0.5267953116073248	3.378435388476647	5.164719575050428	3.6623814346703183	4.340114805783441	20
amp_chr_12q	4.195305886505567	4.364350773472553	0.5642056871890649	3.644422924811413	5.899816216530727	4.0066397135505	4.47373670836386	20
amp_chr_14q	4.434968797350471	4.622265481123615	0.43518996998232323	4.0773013321787	5.441552760722404	4.255451932137525	5.021275093871551	20
del_chr_17q	4.661289052658924	4.73633943999109	0.46098859692168054	4.100279295950687	5.727894552409394	4.3684993696036685	4.978537682363022	20
amp_chr_16q	4.679455621912668	4.729716861967015	0.6197427742004155	3.548943193704271	5.860079861017513	4.34677358099796	4.9921445416186945	20
del_chr_7q	4.898828869408898	4.730445182786732	0.595020077144419	3.5725440993267146	5.829987077063331	4.293042228582269	5.150114591927431	20
del_chr_9q	5.195016826920067	5.616500694175919	1.2116990923139574	3.8814729261019147	8.595816713015846	4.902149130836821	6.5086607474191505	20
amp_chr_22q	5.210461060784942	5.327365201484146	0.5882899541147	4.224574637842589	6.470124921170971	5.072212693554997	5.704380041427738	20
amp_chr_13q	5.23619606534339	5.2099608178881764	0.5969717344323	3.7907752906533982	6.251230786167193	4.694898680355106	5.621862487677727	20
del_chr_19q	5.465725989888429	5.541807355728808	0.47848219612558257	4.8836587869978425	6.616726128702266	5.22160355071148	5.897705290033218	20
del_chr_19p	10.11753082081551	10.139082639418161	0.31898686342535654	9.599300316394384	10.951097127128925	9.978802392217473	10.328730556318021	20
