ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
MMRF_1016_1_BM_CD138pos_pair	1.9906|0.001	1.9906|0.001	1.9563|0.0012	1.5161|0.0025	2.0334|0.001	2.0334|0.001	1.7112|0.0014	2.0407|0.0016	3.047|0.0026	2.0121|0.0014	2.0121|0.0014	2.795|0.0036	2.6088|0.0032	1.9984|0.0015	1.993|0.0019	2.99|0.0027	2.99|0.0027	1.4291|0.0018	2.3256|0.0031	2.0677|0.002	1.9578|0.0029	2.0002|0.0031	2.0032|0.0029	2|0.0016	1.9836|0.0019	3.1079|0.0017	3.0801|0.0016	1.9993|9e-04	1.9997|0.0011	3.1211|0.0013	3.1201|0.0017	3.0718|0.0015	2.8936|0.0021	2.0057|0.0023	2.0206|0.0011	2.0152|0.001	2.0152|0.001	2.52|0.0022	2.9392|0.0019	3.0801|0.0016	2.005|0.0052	1.4753|0.0045	2.0121|0.0014	1.2305|0.0014	2.0458|0.0013	2.5321|0.0023	2.0152|0.001	2.0152|0.001	1.9993|9e-04	1.9936|0.0023	1.8897|0.0029	3.0801|0.0016	2.0121|0.0014	2.0028|0.0023
MMRF_1021_1_BM_CD138pos_pair	1.9995|0.0012	1.9995|0.0012	2.56|0.0063	1.9944|0.0014	2.0196|0.0012	2.0196|0.0012	1.1079|0.0012	1.6631|0.0018	1.9673|0.0025	1.9674|0.0016	1.9674|0.0016	1.976|0.003	1.9288|0.003	2.0065|0.0016	2.0065|0.0016	2.7429|0.0052	2.8092|0.0035	2.1303|0.0023	2.9916|0.01	2.0185|0.0018	2.0185|0.0018	1.9918|0.0023	1.9903|0.0034	2.0042|0.0016	2.0034|0.001	2|0.001	2.0022|0.0013	2.005|0.0013	1.4734|0.003	2.0113|0.001	2.0113|0.001	2.0974|0.0011	2.0974|0.0011	1.9777|0.0018	1.9884|0.0027	1.9421|0.0021	2.0172|0.0014	2.023|0.0038	1.9487|0.0016	2|0.001	1.9944|0.0014	2.5171|0.0023	1.9674|0.0016	1.5157|0.0016	1.5181|0.0013	2.7801|0.0019	2.0172|0.0014	2.0172|0.0014	1.4008|0.0077	2.0034|0.001	1.5157|0.0016	2|0.001	1.9674|0.0016	1.9915|0.0028
MMRF_1029_1_BM_CD138pos_pair	1.9978|0.0021	2.0105|0.0016	2.8986|0.0025	2.8202|0.0019	2.0375|0.0011	2.0375|0.0011	1.1933|0.0018	1.6663|0.0016	1.9783|0.0014	2.0047|0.0028	1.0441|0.0014	1.9142|0.0014	1.9142|0.0014	2.3381|0.0016	2.3381|0.0016	3.1761|0.0032	3.1761|0.0032	1.9905|8e-04	1.9905|8e-04	2.0188|0.0016	2.0188|0.0016	2.3104|0.0024	2.0229|0.0023	2|0.0018	1.9995|0.0013	2.8074|0.0022	2.7606|0.0017	2.0039|0.0018	2.0014|0.001	1.9984|0.0011	2|0.0013	2.3769|0.0011	2.3769|0.0011	1.9427|0.0011	1.9417|0.0014	2.0361|0.0019	2.0739|0.0045	1.707|0.0027	2.5877|0.0019	2.7548|0.0017	2.8202|0.0019	1.9905|8e-04	1.0341|0.0012	1.9905|8e-04	2.1379|0.0019	1.9905|8e-04	2.0062|0.0013	2.0062|0.0013	2.0039|0.0018	1.5982|0.0238	1.9905|8e-04	2.7548|0.0017	2.0014|0.0025	2.0229|0.0023
MMRF_1030_1_BM_CD138pos_pair	1.9946|0.0011	1.9946|0.0011	3.0034|0.0015	3.0034|0.0015	2.0032|0.0011	2.0032|0.0011	2.0302|0.0016	2.0037|0.0018	3.0622|0.0031	2.0707|0.0034	1.4125|0.0032	1.905|0.0015	1.905|0.0015	2|0.0014	2|0.0014	3.0349|0.0033	3.0333|0.0046	1.4231|0.0017	1.5951|0.0032	1.9965|0.0023	1.9705|0.0022	3.1476|0.0032	1.981|0.0022	1.9875|0.0016	1.9908|0.0011	1.9609|8e-04	1.9609|8e-04	2.0054|9e-04	2.0054|9e-04	3.1529|0.0013	3.1529|0.0013	2.0047|0.0013	2.0066|0.0014	1.9307|0.0013	1.9216|0.0015	2.0098|0.0017	2.0049|0.001	3.0481|0.0038	3.0295|0.0024	1.9609|8e-04	3.0034|0.0015	1.9758|0.0013	1.4241|0.0059	1.4231|0.0017	2.0035|0.0013	1.9811|0.006	2.0049|0.001	2.0049|0.001	2.0054|9e-04	1.99|0.001	1.4231|0.0017	1.9609|8e-04	2.2012|0.0032	1.981|0.0022
MMRF_1031_1_BM_CD138pos_pair	1.9733|0.0027	1.991|0.0018	2.9985|0.0027	2.9928|0.0018	2.9701|0.0035	2.0022|0.0016	1.087|0.0022	1.9793|0.0012	3.1608|0.0041	2.0172|0.0021	2.0072|0.0018	2.013|0.0019	2.0031|0.002	2.9844|0.0017	2.9844|0.0017	4.0645|0.0069	3.0192|0.0052	1.9865|0.0014	2.9876|0.0027	1.9911|0.0014	1.9911|0.0014	1.9673|0.0023	0.9992|0.0022	2.0104|0.0011	1.9978|0.0013	2.9885|0.0015	2.9738|0.0033	1.9743|0.0015	2.8313|0.0021	2.9703|0.0018	2.9644|0.0011	2.9745|0.0029	2.098|0.0017	2.9794|0.0027	2.9686|0.0022	1.2973|0.0014	2.0807|0.0014	3.9612|0.0042	3.9943|0.0025	2.9542|0.0046	2.9928|0.0018	1.9753|0.0012	2.0049|0.0017	1.9753|0.0012	1.9933|0.0011	3.01|0.0033	2.0926|0.0018	2.0926|0.0018	1.9745|0.0015	2.0096|0.0021	1.9753|0.0012	2.9493|0.0059	2.0172|0.0021	0.9974|0.0019
MMRF_1032_1_BM_CD138pos_pair	1.9755|0.0017	1.7111|0.0036	2.0184|0.0017	3.3635|0.0039	1.0125|0.0016	1.3933|0.0029	1.9939|0.0017	2|0.0018	2.8659|0.0019	1.9829|0.0026	2.0286|0.0015	2.0246|0.0048	2.0242|0.004	2.0104|0.0014	2.0104|0.0014	4.0574|0.0042	4.0574|0.0042	1.9939|0.0016	2.0116|0.0012	2.0209|0.0023	1.9989|0.004	2.0041|0.0021	2.0265|0.0033	1.9661|0.002	1.9951|0.0015	2.0032|0.0014	1.9928|0.002	2.9342|0.0014	2.935|0.0017	2.9997|0.0024	2.988|0.0045	1.9956|0.0017	1.0032|0.0011	2.0086|0.0022	1.9733|0.0027	1.4901|0.0031	2.0095|0.0012	2.9809|0.0027	3.0085|0.0025	1.9884|0.0023	2.9989|0.0027	2.0052|0.0016	2.0286|0.0015	1.9821|0.0016	2.0103|0.0013	2.0116|0.0012	2.0095|0.0012	2.0095|0.0012	2.9342|0.0014	1.9922|0.0013	1.9821|0.0016	1.9949|0.0026	2.0286|0.0015	2.0283|0.0026
MMRF_1033_1_BM_CD138pos_pair	2.0055|0.0015	2.0001|0.0015	3.0988|0.0014	3.0988|0.0014	2.0156|0.0026	2.0021|0.0014	1.9997|0.0011	2.0034|0.0015	2.9333|0.0018	1.9847|0.0014	1.9847|0.0014	1.9952|0.002	1.9979|0.0021	1.9992|0.0013	1.9992|0.0013	3.0995|0.0034	3.0936|0.0043	2.0119|8e-04	2.0119|8e-04	2.0218|0.0033	1.9905|0.003	3.098|0.0028	1.9773|0.0022	1.9979|0.0012	1.9787|0.0013	1.9942|0.0015	2.0041|0.0021	2.0019|8e-04	2.0019|8e-04	3.0997|0.0012	3.0997|0.0012	2.018|0.0013	2.0087|0.002	1.9999|0.0014	1.9956|0.0016	2.0013|0.001	2.0029|0.0014	3.0976|0.005	3.0864|0.0019	1.9946|0.0025	3.0988|0.0014	2.0119|8e-04	1.9847|0.0014	2.0119|8e-04	2.0014|0.0012	2.0119|8e-04	2.0013|0.001	2.0013|0.001	2.0019|8e-04	1.9992|9e-04	2.0119|8e-04	1.9983|0.0018	1.9847|0.0014	1.9773|0.0022
MMRF_1037_1_BM_CD138pos_pair	2|0.0032	1.9939|0.0012	3.0645|0.0025	3.6681|0.0041	1.9796|0.0025	1.979|0.0011	2.0234|0.0016	1.9922|0.002	3.3872|0.0022	2.0187|0.0024	1.9962|0.0025	2.0154|0.0025	1.9901|0.0026	1.9995|0.0013	1.9995|0.0013	3.9909|0.004	3.9909|0.004	1.9884|8e-04	1.9884|8e-04	2.0356|0.0015	2.0356|0.0015	2.0657|0.0021	1.9985|0.0022	2.9574|0.003	2.9407|0.0014	2.7447|0.0021	2.7312|0.0033	2.0188|0.0017	2.6283|0.0026	2.9682|0.0018	2.9639|0.0028	1.981|0.0017	1.9807|0.0012	2.0204|0.0025	2.0141|0.0025	1.9937|0.001	1.9937|0.001	2.9713|0.0039	2.9972|0.0026	2.7459|0.0046	3.6645|0.0038	1.9884|8e-04	2.0005|0.0021	1.9884|8e-04	1.9932|0.0015	1.9884|8e-04	1.9937|0.001	1.9937|0.001	2.0144|0.0016	2.9407|0.0014	1.9884|8e-04	2.7381|0.004	2.0193|0.0024	1.9985|0.0022
MMRF_1038_1_BM_CD138pos_pair	1.9848|0.0061	2.0194|0.0034	2.0231|0.0013	2.0201|0.0024	1.9853|0.0023	1.9877|0.0024	1.9969|0.0033	1.9974|0.0027	3.5941|0.0075	2.0208|0.0037	2.0567|0.0042	2.0135|0.0028	1.9915|0.0045	2.0289|0.0015	2.0289|0.0015	3.0896|0.0034	3.0896|0.0034	1.9934|0.0033	1.9898|0.0042	2.0169|0.0023	1.9959|0.0051	2.0034|0.0035	1.9853|0.0049	2.0027|0.0043	2.0017|0.0028	3.092|0.0038	3.048|0.0057	2.0116|0.0018	2|0.0034	3.1119|0.0046	3.0547|0.0016	1.9948|0.0044	1.9912|0.0028	1.9962|0.0033	1.9897|0.0039	2.0228|0.0027	2.0047|0.0037	3.0606|0.0052	3.3158|0.0056	3.1112|0.0092	2.0231|0.0013	2.0059|0.0025	2.0567|0.0042	2.003|0.0024	1.9991|0.0015	1.3042|0.0315	1.9949|0.0077	1.9949|0.0077	2.0116|0.0018	2.0098|0.002	1.0915|0.0208	3.0673|0.0047	2.0248|0.0032	2.009|0.009
MMRF_1045_1_BM_CD138pos_pair	2.0008|0.001	2.0008|0.001	3.0617|0.003	2.9722|0.0018	2.005|0.001	2.005|0.001	2.0024|0.0012	2.0268|0.002	1.9762|0.0015	2.0577|0.0023	2.0725|0.0018	2.0336|0.0022	2.005|0.0025	1.9779|0.0013	1.9779|0.0013	2.0293|0.0019	2.0293|0.0019	2.0569|0.0032	2.978|0.0023	2.0234|0.0018	0.9292|0.0021	1.9832|0.0019	2.0682|0.0029	1.9823|7e-04	1.9823|7e-04	3.0267|0.0012	3.0267|0.0012	3.0541|0.0024	3.026|0.0018	1.9787|0.0012	1.9755|8e-04	1.9992|9e-04	1.9992|9e-04	1.9417|0.0011	1.9676|9e-04	1.9933|0.0011	1.9616|0.0019	1.9777|0.0011	1.9777|0.0011	3.0267|0.0012	2.9722|0.0018	2.0156|0.0011	2.0725|0.0018	2.0156|0.0011	2.038|0.0013	2.995|0.0026	1.9711|0.0029	1.9711|0.0029	3.0541|0.0024	1.9823|7e-04	2.0156|0.0011	3.0267|0.0012	2.0577|0.0023	2.0678|0.0025
MMRF_1048_1_BM_CD138pos_pair	2.0058|0.0015	1.9995|0.0011	2.002|0.0013	1.9924|0.002	1.0255|9e-04	1.8187|0.0013	1.0566|7e-04	2.0303|0.0023	1.9739|0.0014	1.9741|0.0025	1.9802|0.0019	1.9324|0.0027	1.921|0.0016	2.0047|0.0014	2.0047|0.0014	2.7533|0.0049	1.9186|0.0036	1.786|0.0033	1.974|0.0017	2.0062|0.0016	2.0062|0.0016	1.9948|0.0021	1.9984|0.0036	2.0066|0.0013	2.0005|0.001	1.9874|0.0018	1.9903|0.0018	1.9696|0.0025	2.0205|0.0014	2.0057|9e-04	2.0057|9e-04	2.0136|0.0012	1.0222|0.0012	1.9805|0.0014	1.9652|0.0024	2.0214|0.0012	2.0056|0.0019	1.9439|0.0011	1.9439|0.0011	1.9657|0.0026	1.7097|0.0054	1.9986|0.0013	1.9802|0.0019	1.5871|0.0037	2.0167|0.0014	1.9622|0.0012	1.9789|0.0028	1.9789|0.0028	1.9754|0.0037	2.0005|0.001	1.6268|0.004	1.9946|0.0012	1.9763|0.0024	1.9958|0.0025
MMRF_1049_1_BM_CD138pos_pair	2.0016|0.0014	1.9897|0.0012	3.0895|0.0018	3.0874|0.0014	1.9912|0.0014	1.9987|0.0011	1.9845|9e-04	2.0013|0.0012	5.2915|0.0041	2.0186|0.0017	0.9791|0.0016	2.0585|0.0043	2.034|0.002	1.9913|0.001	1.9913|0.001	4.2632|0.0027	4.2632|0.0027	2.005|0.001	3.0564|0.0021	2.0052|0.0016	2.0303|0.0017	5.1967|0.0036	2.0404|0.0016	3.09|0.0019	3.0807|0.0013	3.0775|0.0013	3.0749|0.0017	1.9973|0.0018	1.9844|7e-04	4.1688|0.0025	4.1625|0.0018	3.0894|0.0023	3.0712|0.0017	3.0481|0.001	3.0481|0.001	1.988|0.0013	1.9976|0.0012	3.0782|0.002	3.106|0.0015	3.082|0.0027	3.0874|0.0014	1.9984|8e-04	2.002|0.0017	1.9984|8e-04	1.9968|9e-04	3.0564|0.0021	1.9924|9e-04	1.9924|9e-04	2.047|0.003	3.0781|0.0011	1.9984|8e-04	3.0729|0.0014	2.0197|0.0017	2.0404|0.0016
MMRF_1054_1_BM_CD138pos_pair	2.0087|0.002	1.9988|0.0011	1.9979|9e-04	1.9979|9e-04	2.0032|0.001	2.0032|0.001	2.0002|0.0011	2.0139|0.0013	2.0133|0.0023	2.0045|0.0013	2.0045|0.0013	2.0107|0.0013	2.0107|0.0013	2|0.0012	2|0.0012	2.0169|0.002	2.0157|0.0027	2.0517|0.001	2.0517|0.001	2.0092|0.0014	2.0092|0.0014	1.9987|0.0019	1.9953|0.0036	1.9954|0.0012	1.9999|0.0011	1.9972|8e-04	1.9973|0.001	1.9993|0.0015	1.9956|0.0012	2|0.0018	1.9991|0.0013	2.0014|8e-04	2.0014|8e-04	2.0025|0.0014	1.9989|9e-04	2.0016|9e-04	2.0016|9e-04	2.0035|0.001	2.0035|0.001	1.9964|8e-04	1.9979|9e-04	2.0085|0.0012	2.0045|0.0013	2.0085|0.0012	2.014|0.0012	2.0517|0.001	2.0016|9e-04	2.0016|9e-04	1.9994|0.0015	1.9999|9e-04	2.0517|0.001	1.9964|8e-04	2.0045|0.0013	2.0087|0.0026
MMRF_1055_1_BM_CD138pos_pair	2.0061|0.0019	1.9967|0.0015	2.9905|0.0041	2.9157|0.0032	0.9539|0.0025	2.0341|0.0013	2.0757|0.0013	2.0716|0.0019	4.0308|0.0026	1.9951|0.0024	2.0484|0.002	1.9224|0.0022	1.8873|0.0029	0.9653|0.0026	3.0258|0.0042	3.0157|0.0047	2.9777|0.0035	2.4501|0.0028	2.6729|0.0037	2.0204|0.0023	1.9875|0.0022	1.9895|0.0021	1.9721|0.0041	1.9968|0.0013	2|0.001	3.0188|0.0012	3.0188|0.0012	1.995|0.0015	2.0063|0.0016	3.0833|0.0013	3.0833|0.0013	2.0443|0.001	2.0443|0.001	1.9367|0.0022	1.9278|0.0017	2.0224|0.0011	2.0204|0.0014	2.9756|0.0021	2.9537|0.0023	3.0188|0.0012	2.9072|0.0024	2.8521|0.0036	2.0504|0.0019	2.0646|0.0022	2.0754|0.0019	2.009|0.009	2.009|0.009	2.009|0.009	1.995|0.0015	2|0.001	1.1337|0.0033	3.0188|0.0012	1.9951|0.0024	2.0066|0.0031
MMRF_1061_1_BM_CD138pos_pair	1.9951|0.0016	2.0014|0.0012	2.0033|0.0017	2.0035|0.0017	2.0007|9e-04	2.0007|9e-04	1.9982|0.001	2.0216|0.0016	2.0283|0.0017	1.9966|0.0021	1.9958|0.0016	1.9991|0.0036	2.0425|0.0033	1.9952|0.0011	1.9952|0.0011	2.0146|0.0033	1.995|0.0028	1.0107|0.0014	1.9334|0.0031	2.0053|0.0013	2.0053|0.0013	1.9986|0.0018	2.0288|0.0033	2.0139|0.0017	2.0001|0.0011	1.9976|7e-04	1.9976|7e-04	2.0001|0.002	2.0005|8e-04	1.9964|7e-04	1.9964|7e-04	2.4228|0.0034	2.0006|0.0011	2|8e-04	2|8e-04	2.0007|8e-04	2.0007|8e-04	2.0034|0.0019	1.9947|0.0012	1.9976|7e-04	1.9963|0.0012	2.0027|0.0011	1.9958|0.0016	2.0027|0.0011	2.0019|0.0011	1.9996|0.0059	2.0007|8e-04	2.0007|8e-04	2.0079|0.0038	1.9996|9e-04	1.0107|0.0014	1.9976|7e-04	1.9966|0.0021	2.0064|0.0022
MMRF_1068_1_BM_CD138pos_pair	2|0.001	2|0.001	3.1482|0.0016	3.1482|0.0016	1.9963|0.0021	2.0027|0.0017	1.9968|0.0016	1.9962|0.0017	3.1054|0.0021	2.0706|0.0033	2.1864|0.0074	2.4651|0.0034	2.5289|0.0036	2.2681|0.0017	2.2665|0.0021	2.8959|0.0035	2.8757|0.0045	2.303|0.0073	2.2888|0.0022	2.3576|0.0024	2.3611|0.0027	2.2128|0.0022	2.1596|0.0033	2.2909|0.002	2.2957|0.0011	2.8722|0.0014	3.0335|0.0028	2.192|0.0018	2.2018|0.0016	3.0624|0.0013	3.0624|0.0013	2.3459|0.001	2.3459|0.001	3.192|0.0015	3.192|0.0015	1.881|0.0033	2.0929|0.0023	3.1732|0.0029	3.1863|0.0023	3.1433|0.0032	3.1482|0.0016	1.9878|0.0013	2.1477|0.0027	1.9878|0.0013	2.0016|0.0012	2.3452|0.0019	2.8966|0.0659	2.8966|0.0659	2.192|0.0018	2.2957|0.0011	1.7861|0.0067	3.1433|0.0032	2.0669|0.0035	2.1485|0.0027
MMRF_1073_1_BM_CD138pos_pair	1.9977|0.0011	1.9977|0.0011	3.9857|0.0023	3.9656|0.0022	2|0.0011	2|0.0011	1.9911|0.0013	2.0026|0.0023	8.0414|0.0035	1.9983|0.0015	1.9983|0.0015	2.0071|0.0015	2.0071|0.0015	0.001|7e-04	0.001|7e-04	3.9891|0.003	3.9891|0.003	2.0102|8e-04	2.0102|8e-04	1.9929|0.0024	1.9915|0.0036	4.5772|0.0036	1.9839|0.0022	2.0153|0.0018	2.0048|0.001	4.0069|0.0013	4.0069|0.0013	2.0114|0.0013	2.6474|0.0016	4.0116|0.0014	4.0116|0.0014	1.9984|0.0011	1.999|0.0014	4.0062|0.0015	4.0062|0.0015	1.9923|0.0021	2.0032|0.0015	6.0368|0.0056	5.6518|0.0038	4.0069|0.0013	3.9617|0.0022	2.0102|8e-04	1.9983|0.0015	2.0102|8e-04	1.9993|0.0019	2.0102|8e-04	2.0031|0.0012	2.0031|0.0012	2.0114|0.0013	2.0048|0.001	2.0102|8e-04	4.0069|0.0013	1.9983|0.0015	1.9839|0.0022
MMRF_1077_1_BM_CD138pos_pair	1.9983|0.0025	2.401|0.0029	3.0051|0.0031	3.0124|0.0019	1.0027|0.0018	2.0069|0.0011	1.6076|0.0013	2.0015|0.0013	2.8663|0.0018	2.0032|0.0022	1.9873|0.0028	1.5663|0.003	1.9907|0.0028	2.0148|0.0014	2.0106|0.0018	3.0342|0.0048	2.8786|0.0034	1.6821|0.0017	1.0041|0.002	1.9986|0.0017	1.9437|0.0025	2.0068|0.0019	2.0003|0.0034	2.0045|0.0015	1.9997|0.0012	3.0014|0.0012	3.0014|0.0012	1.9994|0.0017	2.0058|0.0012	3.0153|0.0012	3.0153|0.0012	1.9596|0.001	1.6842|0.0019	3.0156|0.0031	2.9263|0.0034	1.1187|0.0019	1.1472|0.0021	2.9689|0.0025	2.9531|0.0058	3.0014|0.0012	3.0124|0.0019	1.9593|0.0012	1.9739|0.0032	1.6821|0.0017	2.0111|0.0012	2.0238|0.0022	1.9787|0.0026	1.9787|0.0026	1.9992|0.0016	1.9985|0.001	1.2837|0.0055	3.0014|0.0012	2.0032|0.0022	1.9979|0.0024
MMRF_1078_1_BM_CD138pos_pair	1.9914|0.0016	1.9832|0.0011	3.0606|0.0011	3.0606|0.0011	2|9e-04	2|9e-04	0.001|7e-04	2.0278|0.0014	2.0202|0.0012	1.9789|0.0028	1.9541|0.0028	1.9739|0.0024	2.0024|0.0028	2.0046|0.0011	2.0046|0.0011	4.5145|0.0044	4.4678|0.0049	1.9785|0.0015	3.6724|0.002	1.9555|0.0019	1.9695|0.0019	2.1042|0.0018	0.9168|0.0027	1.9911|0.0013	2.0004|8e-04	3.1202|0.0016	4.115|0.0014	2.0151|7e-04	2.0151|7e-04	1.9881|0.0025	1.9975|9e-04	2.0054|8e-04	2.0054|8e-04	4.1298|0.0012	4.1298|0.0012	1.9906|0.0015	2.0019|9e-04	3.0676|0.0019	3.0501|0.0015	4.115|0.0014	3.0606|0.0011	1.9859|0.0011	1.6182|0.0023	1.9859|0.0011	1.9978|0.0011	3.4033|0.0032	2.0019|9e-04	2.0019|9e-04	2.0151|7e-04	2.0004|8e-04	1.9467|0.0024	4.115|0.0014	1.9869|0.0022	0.9069|0.0024
MMRF_1079_1_BM_CD138pos_pair	2.002|0.001	2.002|0.001	3.6075|0.0016	3.6075|0.0016	2.0246|0.0022	1.9968|0.002	1.2012|7e-04	1.5812|0.0015	3.1008|0.0031	1.9865|0.0034	0.9362|9e-04	1.9989|0.0013	1.9989|0.0013	3.1319|0.0019	3.1319|0.0019	3.0311|0.0025	3.0311|0.0025	2.001|0.001	3.3714|0.0018	1.999|0.0014	1.999|0.0014	2.9542|0.0027	1.9866|0.0019	2.0161|0.0011	2.0162|9e-04	2.5237|0.001	2.5237|0.001	2.014|8e-04	2.014|8e-04	2.8574|0.0022	2.8642|0.0013	3.0314|0.0017	1.431|9e-04	3.3547|0.0015	3.3528|0.002	2.0281|9e-04	2.0281|9e-04	3.0717|0.0015	3.0717|0.0015	2.5237|0.001	3.6075|0.0016	2.001|0.001	0.9362|9e-04	2.001|0.001	1.5812|0.0015	3.3714|0.0018	2.0281|9e-04	2.0281|9e-04	2.014|8e-04	2.0162|9e-04	2.001|0.001	2.5237|0.001	1.9706|0.003	1.9866|0.0019
MMRF_1082_1_BM_CD138pos_pair	1.988|0.0018	1.9974|0.0012	1.9991|0.0023	2.0937|0.006	2.0065|0.001	2.0141|0.0015	1.9642|0.0016	1.9956|0.0018	2.0489|0.0031	2.007|0.0028	1.0062|0.0017	2.0165|0.0021	2.0441|0.0023	2.029|0.0024	1.9745|0.0013	2.0558|0.0056	1.0396|0.0022	1.0223|0.001	2.9991|0.0022	2.0269|0.0015	2.0269|0.0015	1.993|0.0019	2.0552|0.0032	2.008|0.0012	2.0048|0.0013	1.9985|0.0018	2.9674|0.0019	2.0002|0.0021	1.99|0.0016	1.9651|0.0017	2.0062|0.0015	1.9941|0.0012	2.0132|0.0021	1.9998|0.0015	1.9858|0.0017	1.9833|0.0017	1.9733|0.0018	1.9956|0.0011	1.9956|0.0011	2.9674|0.0019	2.0031|0.0014	1.0355|0.0012	2.0025|0.0022	1.0122|7e-04	1.9994|0.0012	2.9991|0.0022	2.018|0.0021	2.018|0.0021	1.9826|0.0018	2.0049|0.0024	1.0122|7e-04	2.9674|0.0019	2.0112|0.0033	2.0552|0.0026
MMRF_1086_1_BM_CD138pos_pair	2.001|0.0018	2.2517|0.0012	3.0552|0.0021	3.0655|0.0017	1.9866|9e-04	1.9866|9e-04	0.9099|8e-04	1.9917|0.0014	3.8151|0.0021	2.01|0.0036	0.9316|8e-04	1.0301|0.0024	2.0152|0.0023	2|0.0026	1.9838|0.0013	3.2011|0.0055	3.0974|0.0033	2.0015|9e-04	1.9913|0.001	2.0104|0.0013	2.0104|0.0013	4.1468|0.0034	2.0511|0.002	3.0638|0.0016	3.0555|0.0012	3.0472|0.0011	3.0452|0.0015	3.0595|0.0027	3.0414|0.0013	3.0532|0.0021	3.05|0.0013	1.9832|8e-04	1.9854|0.001	2.7473|0.0042	3.0597|0.0027	1.9528|0.0015	1.9851|0.0012	4.1176|0.0031	4.2215|0.0063	3.0356|0.0034	3.0655|0.0017	2.0015|9e-04	0.9316|8e-04	2.0015|9e-04	1.9886|0.0011	1.9913|0.001	1.9794|0.001	1.9794|0.001	3.0706|0.0027	3.0555|0.0012	2.0015|9e-04	3.0472|0.0011	2.011|0.0026	2.0511|0.002
MMRF_1089_1_BM_CD138pos_pair	1.9688|0.0026	1.9683|0.0017	4.0489|0.0025	4.0489|0.0025	1.0788|0.0018	2.0398|0.0017	2.0927|0.0023	2.0906|0.0018	4.3822|0.006	3.0982|0.0046	2.0213|0.0026	1.8105|0.0018	1.8105|0.0018	1.9644|0.0018	1.9644|0.0018	3.9037|0.0072	3.9627|0.006	2|0.0015	3.0436|0.0023	2.9132|0.0028	2.9132|0.0028	3.109|0.0041	1.9813|0.0029	4.3586|0.0033	2.0529|0.0018	3.0903|0.0016	3.0903|0.0016	1.9111|0.0053	1.9779|0.0012	3.1624|0.0018	3.1595|0.0022	1.9898|0.0021	2.0352|0.0015	3.0085|0.003	3.0082|0.0027	0.8056|0.0013	3.205|0.0033	2.997|0.0035	2.9055|0.0026	3.0903|0.0016	4.0489|0.0025	2|0.0015	2.0213|0.0026	2|0.0015	2.0906|0.0018	3.0436|0.0023	3.1744|0.0041	3.1744|0.0041	1.9111|0.0053	1.9779|0.0013	2|0.0015	3.0903|0.0016	3.0982|0.0046	1.9813|0.0029
MMRF_1090_1_BM_CD138pos_pair	2.0171|0.0024	2.0231|0.0015	1.996|9e-04	1.996|9e-04	2.0265|0.001	2.0285|0.0014	1.94|0.0011	2.0258|0.0014	1.9809|0.0016	2.0091|0.0033	1.9972|0.0023	1.9668|0.0013	1.9668|0.0013	1.9236|0.0012	1.9236|0.0012	2.9542|0.0024	2.9542|0.0024	2.0234|9e-04	2.0125|0.0014	1.843|0.002	2.1812|0.0029	2.0075|0.0019	1.9927|0.0031	2.0053|0.0013	1.9958|0.0014	2.0028|8e-04	2.0028|8e-04	1.9811|9e-04	1.9893|0.0012	3.0676|0.0012	3.0676|0.0012	3.0705|0.002	2.7909|0.0014	3.0222|0.0013	3.0222|0.0013	2.0219|9e-04	2.0219|9e-04	2.9875|0.0023	2.9788|0.0015	2.0028|8e-04	1.996|9e-04	2.0234|9e-04	1.9842|0.0019	2.0234|9e-04	2.0408|0.0012	2.0234|9e-04	2.0219|9e-04	2.0219|9e-04	1.9811|9e-04	2.0153|0.0015	2.0234|9e-04	2.0028|8e-04	2.0073|0.003	2.0216|0.0022
