ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
MMRF_2606_1_BM_CD138pos_pair	2.0021|0.001	2.0021|0.001	2.0105|0.0014	3.1632|0.0024	1.9998|0.001	1.9998|0.001	1.983|0.0014	1.996|0.0014	4.2214|0.0021	1.992|0.0013	1.992|0.0013	0.9239|0.0027	2.0162|0.0014	1.9904|0.0012	1.9904|0.0012	3.1133|0.0041	3.0355|0.0028	2.003|0.002	1.9948|0.0011	2.003|0.0014	2.003|0.0014	4.2274|0.0033	2.0073|0.0028	2.0068|0.0012	2.0019|9e-04	3.1024|0.0021	3.1141|0.0015	1.9929|0.0015	1.9848|9e-04	3.1059|0.0011	3.1059|0.0011	2.015|0.0011	1.9802|0.0013	2.0002|0.001	2.0059|9e-04	1.9997|0.001	1.9994|0.0015	3.0437|0.0023	3.0362|0.0051	3.1148|0.0015	3.1616|0.0022	2.0135|0.0014	1.992|0.0013	0.9232|0.0075	2.0072|0.0012	1.9945|0.0011	1.9997|0.001	1.9997|0.001	1.9931|0.0015	2.0019|9e-04	2.0082|0.0021	3.1148|0.0015	1.992|0.0013	2.016|0.0022
MMRF_2609_1_BM_CD138pos_pair	2.0003|0.001	2.0003|0.001	3.0762|0.0023	3.0739|0.0016	2.0003|0.001	2.0003|0.001	2.0167|0.002	1.9704|0.0014	3.0951|0.0018	2.0112|0.0042	1.9997|0.0017	2.0199|0.0014	2.0199|0.0014	1.9906|0.0013	1.9906|0.0013	3.1099|0.0026	3.1099|0.0026	0.914|0.0022	2.01|0.0011	2.0118|0.0014	2.0118|0.0014	3.0673|0.0048	2.01|0.002	1.9968|0.0012	1.992|9e-04	1.994|8e-04	1.994|8e-04	3.0544|0.0012	3.0544|0.0012	3.0821|0.0012	3.0821|0.0012	1.9914|8e-04	1.9914|8e-04	2.0025|9e-04	1.9997|0.001	1.9933|0.001	1.9704|0.0014	2.9653|0.0025	3.2024|0.002	1.994|8e-04	3.0739|0.0016	2.0116|0.0012	1.9997|0.0017	2.0116|0.0012	1.9912|0.0012	2.01|0.0011	2.0048|0.0026	2.0048|0.0026	3.0544|0.0012	1.992|9e-04	0.9171|0.0022	1.994|8e-04	2.0065|0.0031	2.01|0.002
MMRF_2613_1_BM_CD138pos_pair	1.8526|0.002	2.0004|9e-04	3.0747|0.0012	3.0747|0.0012	1.6021|0.0017	1.9982|0.0011	1.3221|0.0016	2.0056|0.0013	3.065|0.0015	1.9789|0.0029	1.6042|0.0016	2.7061|0.002	2.9105|0.0022	1.988|0.0025	1.9972|0.0012	3.0529|0.0022	3.0529|0.0022	2.0053|0.0011	2.1604|0.001	2.0004|0.0012	2.0004|0.0012	1.9592|0.0019	1.3343|0.002	2.0029|6e-04	2.0029|6e-04	3.0596|0.001	3.0596|0.001	1.9971|7e-04	1.9971|7e-04	3.0609|0.002	3.0354|0.0012	3.063|0.0023	2.603|0.0011	3.052|0.0014	3.0612|0.0016	1.2207|0.001	1.9996|9e-04	3.0277|0.0036	3.0834|0.0016	3.0596|0.001	3.0747|0.0012	2.0032|9e-04	1.6161|0.0014	2.0032|9e-04	2.0035|0.001	2.1604|0.001	1.9996|9e-04	1.9996|9e-04	1.9971|7e-04	2.0029|6e-04	2.0032|9e-04	3.0596|0.001	1.9969|0.0023	1.3343|0.002
MMRF_2614_1_BM_CD138pos_pair	1.9871|0.0018	1.9955|0.0014	3.0573|0.0013	3.0573|0.0013	2.0067|9e-04	2.0067|9e-04	1.9947|0.0011	1.9982|0.002	3.077|0.0017	1.9961|0.0039	2.0001|0.0016	2.6542|0.0022	2.6589|0.0023	2.0012|0.0012	2.0012|0.0012	3.0733|0.0024	3.0733|0.0024	2.0089|0.001	2.0747|0.0014	2.0935|0.0014	2.0935|0.0014	2.0007|0.0018	1.9089|0.0018	2.0059|0.0011	1.9999|8e-04	3.0499|0.001	3.0499|0.001	1.9871|8e-04	1.99|0.0011	4.0735|0.0028	4.1132|0.0017	2.9357|0.0018	2.8927|0.0016	3.0429|0.0019	3.047|0.0016	1.9917|0.0017	1.9995|9e-04	3.3798|0.0026	3.405|0.0019	3.0499|0.001	3.0573|0.0013	2.0089|0.001	2.0001|0.0016	2.0089|0.001	2.0038|0.0013	2.0947|0.0038	1.9995|9e-04	1.9995|9e-04	1.9871|8e-04	1.9999|8e-04	2.0089|0.001	3.0499|0.001	2.0025|0.0029	1.9089|0.0018
MMRF_2621_1_BM_CD138pos_pair	1.577|0.0022	1.4494|0.0034	2.9973|0.0038	1.9982|0.0016	2.0064|0.001	2.0064|0.001	1.0027|6e-04	1.0836|0.0012	2.0128|0.0017	2.0019|0.0026	1.9957|0.0018	2.0074|0.0014	2.0074|0.0014	1.0029|0.0022	2.0045|0.0014	2.0191|0.0018	2.0191|0.0018	1.4102|0.0024	2.9924|0.0017	1.9528|0.0036	2.0115|0.0031	2.0009|0.002	2.0077|0.0023	2.0019|0.0012	2.0001|9e-04	1.9982|8e-04	1.9982|8e-04	1.9999|9e-04	1.4928|0.0035	1.9816|0.0022	2.0008|0.0012	2.0021|0.001	1.9962|0.0011	1.9061|0.0013	1.9025|0.0015	0.9999|9e-04	1.9991|0.0015	1.9976|0.0018	1.9976|0.0014	1.9982|8e-04	2.003|0.0018	2.0044|0.0016	1.9957|0.0018	1.0094|0.0012	1.0753|0.0017	2.9924|0.0017	2.0005|0.0012	2.0005|0.0012	1.9999|9e-04	2.0001|9e-04	2.0629|0.0035	1.9982|8e-04	2.0036|0.0022	2.0202|0.0021
MMRF_2622_1_BM_CD138pos_pair	1.9873|0.001	1.9873|0.001	2.0059|0.0014	2.0008|0.0015	2.0898|0.004	1.993|0.0012	0.9325|0.0024	1.9984|0.0022	1.9995|0.0024	1.9791|0.0032	1.9801|0.0026	1.9963|0.0025	1.9947|0.0031	2.0054|0.0013	2.0054|0.0013	2.0314|0.0029	2.0247|0.0035	1.9873|0.001	1.9926|0.0011	1.9736|0.0014	1.9736|0.0014	2.0297|0.0019	1.9773|0.0019	2.004|0.0012	1.9985|0.0012	1.973|0.0012	2.0135|0.0012	2.0331|8e-04	2.0331|8e-04	2.016|0.001	1.9998|0.0012	2.0126|9e-04	2.0135|8e-04	2.0324|0.0019	1.9987|0.0017	2.0133|0.0023	2.0002|0.0014	2.0093|0.0024	1.9727|0.0043	2.0136|0.001	1.9922|0.0013	1.9873|0.001	1.9602|0.0032	1.9873|0.001	1.9823|0.0014	1.9926|0.0011	2.0111|0.0013	2.0111|0.0013	2.0331|8e-04	1.9676|0.0027	1.9873|0.001	2.0136|0.001	1.9736|0.003	1.9773|0.0019
MMRF_2630_1_BM_CD138pos_pair	2|0.001	2|0.001	2.0047|0.0024	2.0041|0.0019	2.002|0.0018	2.0014|0.001	1.0001|0.0013	1.9293|0.0014	2.0013|0.0013	1.9928|0.0022	1.9968|0.0017	1.9932|0.0019	1.9926|0.0019	3.0061|0.0018	3.0061|0.0018	3.0018|0.0026	3.0018|0.0026	2.0008|0.001	3.0079|0.0016	1.9929|0.0021	2.0023|0.002	1.999|0.002	1.9809|0.0029	1.9955|0.0017	2|0.0013	2.1372|0.0012	2.0075|0.0013	1.9977|8e-04	1.9977|8e-04	3.0066|0.0012	3.0066|0.0012	2.0019|0.0013	1.9972|0.0012	3.0127|0.0021	3.9498|0.0029	2.0014|9e-04	2.0014|9e-04	3.0098|0.0023	3.0082|0.0016	2.0033|0.0011	2.0053|0.0017	2.0008|0.001	1.9968|0.0017	2.0008|0.001	1.9293|0.0014	3.0079|0.0016	2.0014|9e-04	2.0014|9e-04	1.9977|8e-04	2.0007|0.001	2.0008|0.001	2.0033|0.0011	1.9928|0.0022	1.9984|0.0022
MMRF_2631_1_BM_CD138pos_pair	1.9945|0.0011	1.9945|0.0011	2.0681|0.0013	2.0783|0.0017	2.0077|0.0011	2.0077|0.0011	0.9779|8e-04	1.9906|0.0017	2.0042|0.0014	1.9899|0.0046	2.2825|0.0037	1.9875|0.0015	1.9875|0.0015	1.9978|0.0015	1.9978|0.0015	1.9942|0.002	1.9942|0.002	2.0018|0.0012	2.798|0.0017	2|0.0016	2|0.0016	2.0044|0.0022	1.867|0.0024	2.0015|0.0013	2.0117|0.0016	1.995|9e-04	1.9949|0.0011	2.0063|0.0022	2.0066|0.001	1.9969|0.0022	2.0036|0.0011	2.0088|0.001	2.009|0.001	2.0039|0.0011	2.0026|0.0016	1.9962|0.0011	1.9962|0.0011	3.0223|0.0029	3.0062|0.0022	1.995|9e-04	2.0681|0.0013	2.0018|0.0012	1.7753|0.0092	2.0018|0.0012	1.9935|0.0014	2.798|0.0017	1.9962|0.0011	1.9962|0.0011	1.99|0.002	1.9875|0.0021	2.0018|0.0012	1.995|9e-04	2|0.0036	1.867|0.0024
MMRF_2634_1_BM_CD138pos_pair	0.976|0.0013	1.9909|0.0014	1.9905|0.0032	2|0.0015	1.9116|0.0011	1.9116|0.0011	1.9731|0.0018	1.5401|0.0028	2.007|0.0015	1.8959|0.0058	1.9766|0.0022	1.984|0.0031	2.018|0.0033	2.981|0.0021	2.981|0.0021	2.0178|0.004	2.0227|0.0039	1.001|0.0024	2.0489|0.0016	1.2825|0.0025	2.0006|0.0023	1.9833|0.0023	1.9834|0.0023	2.0063|0.0014	2.0022|0.0011	2.0047|9e-04	2.0047|9e-04	1.9726|0.001	1.9726|0.001	1.9698|0.0019	2.0066|0.0011	2.0136|0.0018	0.9856|0.0012	2.0034|0.0011	2.0034|0.0011	1.1615|0.0014	2.0048|0.0018	2.0522|0.0021	2.0768|0.0024	2.0047|9e-04	2|0.0015	2.0109|0.0014	1.9761|0.002	1.0021|0.0076	1.1958|0.0029	2.0513|0.0013	2.0142|0.0028	2.0142|0.0028	1.9726|0.001	2.0022|0.0011	1.001|0.0024	2.0047|9e-04	1.9633|0.0045	1.9834|0.0023
MMRF_2636_1_BM_CD138pos_pair	1.9876|0.0017	1.9951|0.0012	1.9951|0.0016	1.99|0.0017	1.9953|0.0021	1.9991|0.0018	0.9658|8e-04	0.9898|9e-04	3.0285|0.0018	1.9854|0.003	1.9982|0.0017	1.9884|0.0018	2.0007|0.0021	2.0031|0.0012	2.0031|0.0012	1.9914|0.0017	1.9914|0.0017	0.9944|8e-04	2.8259|0.0015	1.995|0.0014	1.995|0.0014	2.0049|0.0019	0.9581|0.001	1.9999|0.0015	2.0001|0.0012	2.1183|0.0013	3.0231|0.0026	2.0048|0.0015	2.0087|9e-04	2.0034|0.0018	2.0007|9e-04	2.0021|8e-04	2.0021|8e-04	2.0012|9e-04	2.0012|9e-04	1.118|0.0017	1.9979|0.0014	1.988|0.0017	2.0008|0.0011	3.0162|0.0035	1.9941|0.0015	2.009|0.009	1.9982|0.0017	0.9944|8e-04	0.9898|9e-04	2.8259|0.0015	2.0016|0.0012	2.0016|0.0012	2.0048|0.0015	2.0036|0.0014	0.9944|8e-04	3.0322|0.0028	1.9932|0.003	0.9581|0.001
MMRF_2637_1_BM_CD138pos_pair	2.0012|0.0031	1.9697|0.0025	1.9104|0.0036	1.9836|0.0022	2.0252|0.0044	1.0174|0.0027	1.0168|0.0022	2|0.0033	2.0206|0.0033	1.7624|0.0064	1.9006|0.0046	1.9034|0.0029	1.9034|0.0029	2.2446|0.0023	2.2446|0.0023	2.0038|0.0066	1.9338|0.0052	1.3447|0.0037	2.6263|0.0055	1.8387|0.0032	1.9057|0.0031	2.0193|0.0032	1.9586|0.0032	2.0102|0.0029	2.0323|0.0015	2.0085|0.0019	2.0415|0.0018	1.9658|0.0013	1.9658|0.0013	2.213|0.0029	2.0188|0.0016	1.9961|0.0041	1.9932|0.0029	1.8859|0.0064	1.9732|0.002	1.0019|0.0021	2.0041|0.0033	1.9561|0.0039	2.008|0.0022	2.0415|0.0018	1.9985|0.002	1.9511|0.0029	1.9403|0.0037	1.0266|0.0026	1.9838|0.0019	2.9111|0.0039	1.97|0.0024	1.97|0.0024	1.9658|0.0013	2.0323|0.0015	0.9977|0.0033	2.0415|0.0018	1.791|0.006	1.9586|0.0032
MMRF_2638_1_BM_CD138pos_pair	1.9976|0.0021	1.9767|0.0018	1.9846|0.001	1.9846|0.001	2.0049|0.0011	2.0049|0.0011	1.9798|0.0012	1.9923|0.0015	2.0001|0.0014	1.975|0.0014	1.975|0.0014	1.9913|0.002	2.0073|0.0024	1.9861|0.0014	1.9861|0.0014	1.9672|0.0022	1.9857|0.0031	1.9999|8e-04	1.9999|8e-04	1.988|0.0015	1.988|0.0015	1.9836|0.0021	1.9741|0.003	2.0065|0.0013	1.9973|0.001	1.9981|0.0013	2.0003|0.0011	1.9914|9e-04	1.9914|9e-04	1.9964|0.0013	1.99|9e-04	2.0082|9e-04	2.0082|9e-04	1.9984|0.001	1.9984|0.001	1.9909|0.001	1.9909|0.001	1.9885|0.0019	1.9907|0.0014	1.9966|9e-04	1.9846|0.001	1.9999|8e-04	1.975|0.0014	1.9999|8e-04	1.9992|0.0013	1.9999|8e-04	1.9909|0.001	1.9909|0.001	1.9914|9e-04	1.9973|0.001	1.9999|8e-04	1.9966|9e-04	1.975|0.0014	1.9786|0.0024
MMRF_2639_1_BM_CD138pos_pair	1.987|0.002	1.9877|0.0015	1.9959|0.0022	2.0009|0.0014	1.9805|0.001	1.9805|0.001	1.6783|0.001	1.9832|0.0017	1.9825|0.0015	1.98|0.0034	1.9735|0.0017	1.9898|0.0019	2.0066|0.0022	2.1161|0.0014	2.1161|0.0014	1.9859|0.003	1.9827|0.0042	2.0093|8e-04	2.0093|8e-04	1.9991|0.0022	2.0073|0.002	1.9977|0.002	1.6787|0.0018	2.0044|0.0012	2.0086|9e-04	2.0068|0.0016	2.0066|0.0016	1.995|0.002	2.0012|0.0017	2.0052|9e-04	2.0052|9e-04	2.0114|0.0016	2.0098|0.0011	1.9975|0.0018	1.9967|0.0014	2.0049|0.001	2.0049|0.001	2.0059|0.0018	2.0054|0.0014	2.0097|0.0012	2.0027|0.0013	2.0093|8e-04	1.9735|0.0017	2.0093|8e-04	1.9777|0.0012	2.0093|8e-04	2.0049|0.001	2.0049|0.001	2.0017|0.0016	2.0086|9e-04	2.0093|8e-04	2.0097|0.0012	1.9949|0.0032	1.6787|0.0018
MMRF_2641_1_BM_CD138pos_pair	1.9909|0.0015	1.9971|0.001	2.9453|0.0025	2.9509|0.0014	1.9843|0.0016	1.9941|0.001	1.981|8e-04	1.9992|0.0012	3.8498|0.0024	2.0277|0.0033	1.9953|0.0013	2.018|0.0021	2.0391|0.0018	2.9183|0.0014	2.9183|0.0014	3.9757|0.005	3.8763|0.0048	2.0801|0.0027	2.0137|9e-04	2|0.0016	2.031|0.0015	3.0422|0.0022	2.0427|0.0015	2.9239|0.0013	2.921|0.001	2.9277|0.0017	2.9055|0.002	2.8045|0.0024	2.8973|0.001	2.906|0.0018	2.9138|0.0011	2.9115|9e-04	2.9115|9e-04	3.8252|0.0021	3.8237|0.0017	1.888|0.0031	1.9731|7e-04	2.9115|0.0019	2.9382|0.0015	2.9083|0.0017	2.9509|0.0014	2.0155|8e-04	1.9953|0.0013	2.0155|8e-04	2.0011|9e-04	2.0143|8e-04	1.9731|7e-04	1.9731|7e-04	2.832|0.0027	2.921|0.001	2.0155|8e-04	2.9083|0.0017	2.0396|0.0024	2.0427|0.0015
MMRF_2642_1_BM_CD138pos_pair	1.992|0.0017	1.9997|0.0016	1.9925|0.0015	2.0069|0.0011	2.0096|0.002	0.9744|0.0016	0.9554|0.0015	1.9945|0.0014	3.0447|0.0017	1.991|0.002	1.9815|0.0023	2.0269|0.0028	2.0122|0.0014	1.997|0.0012	1.997|0.0012	3.0304|0.0023	3.0304|0.0023	1.9944|0.0014	3.0199|0.0014	2.0038|0.0014	2.0043|0.0018	2.0038|0.0018	1.9995|0.0019	2.0106|0.0019	2.0029|8e-04	3.0331|0.0015	3.0448|0.002	2|9e-04	2.0008|0.0011	3.0262|0.003	3.0429|0.0013	2.0079|8e-04	2.0079|8e-04	2.0112|9e-04	2.0082|0.0012	1.9968|9e-04	1.9993|0.0011	4.0723|0.003	4.0667|0.0022	3.0439|0.0022	2.0069|0.0011	1.0006|0.006	1.982|0.002	2.0087|0.0013	2.006|0.0011	3.0199|0.0014	1.9968|9e-04	1.9968|9e-04	2|9e-04	2.0029|8e-04	2.0087|0.0013	3.0439|0.0022	1.991|0.002	1.9995|0.0019
MMRF_2643_1_BM_CD138pos_pair	1.9152|0.0018	2.4031|0.002	2.0011|0.0019	2.4447|0.0017	1.9106|0.002	1.5315|0.0022	0.9789|6e-04	2.0945|0.0013	2.1252|0.0019	1.986|0.0032	1.0277|0.001	0.9735|0.0023	2|0.0029	2.0267|0.0029	2.0158|0.0014	1.9646|0.0038	1.9636|0.0034	1.9893|0.0011	1.9632|0.0017	1.948|0.0021	1.8044|0.0019	2.0175|0.002	1.4958|0.0022	2.5532|0.0024	1.9448|0.0028	3.0049|0.0042	2.0017|0.0011	2.0298|0.0011	1.8791|0.0018	2.0125|0.0018	1.6905|0.0012	2.0021|0.0015	1.8585|0.001	2.0149|0.001	2.0136|0.0014	1.9991|0.0014	1.1245|8e-04	1.9904|0.0026	1.9847|0.002	2.0017|0.0011	2.4447|0.0017	1.9893|0.0011	1.0277|0.001	1.9893|0.0011	2.0945|0.0013	2.2651|0.0013	1.1245|8e-04	1.1245|8e-04	2.0298|0.0011	1.9656|0.001	1.9893|0.0011	2.0017|0.0011	1.9949|0.0032	1.4964|0.0017
MMRF_2646_1_BM_CD138pos_pair	2.0037|0.0016	2|0.0013	2.0025|9e-04	2.0025|9e-04	2.0064|0.0016	2.0075|0.0014	1.9678|0.001	1.9908|0.0015	3.1391|0.0016	1.9858|0.0017	1.9827|0.0013	2.0284|0.0013	2.0284|0.0013	1.9796|0.0012	1.9796|0.0012	3.1148|0.0033	3.1187|0.003	0.8939|0.0011	2.0147|0.0011	2.0022|0.002	2.0314|0.0019	1.994|0.0018	2.0359|0.0019	2.0061|0.0011	1.9898|0.0011	1.9955|7e-04	1.9955|7e-04	1.9736|8e-04	1.9763|0.0011	3.0896|0.0019	3.1096|0.0011	2.0024|9e-04	2.0021|8e-04	1.9909|8e-04	1.9909|8e-04	1.982|0.0016	1.9914|0.0013	3.0859|0.003	3.103|0.0016	1.9955|7e-04	2.0025|9e-04	0.9071|0.0018	1.9827|0.0013	0.8856|9e-04	2.0066|0.0011	2.015|0.001	1.9905|0.001	1.9905|0.001	1.9736|8e-04	0.9444|0.0097	0.8856|9e-04	1.9955|7e-04	1.9827|0.0013	2.0359|0.0019
MMRF_2647_1_BM_CD138pos_pair	1.0048|0.002	1.9716|0.0019	2.0885|0.0019	2.0058|0.002	1.5209|0.0014	1.8955|0.0011	1.0018|7e-04	1.1365|0.0015	2.0743|0.0021	1.8386|0.0016	1.8386|0.0016	0.9895|0.002	2.0127|0.0017	2.0166|0.0015	2.0166|0.0015	1.9664|0.0036	1.9186|0.0038	1.9732|0.0023	1.0082|0.0021	1.9886|0.0024	1.9837|0.0022	2.0059|0.0022	1.9624|0.0032	2.0088|0.0013	2.0018|0.0015	2.0026|0.0018	2.0054|0.0014	1.9891|0.0018	2.1824|0.0012	2.0243|0.0023	1.56|0.0026	3.0318|0.0065	1.0028|8e-04	1.995|0.0014	1.6798|0.0032	1.6177|0.0017	2|0.0012	2.0012|0.002	1.9915|0.0015	2.0051|0.0013	1.9875|0.0017	1.9998|0.0015	1.8386|0.0016	1.9998|0.0015	1|9e-04	2.0024|0.0019	2|0.0012	2|0.0012	1.9864|0.0018	2.007|0.0018	1.9998|0.0015	2.0051|0.0013	1.9938|0.0037	1.9694|0.0025
MMRF_2650_1_BM_CD138pos_pair	1.9998|0.0019	2.0049|0.0014	1.9941|0.001	1.9941|0.001	1.9904|0.0014	1.9914|0.0016	0.911|6e-04	1.9762|0.0018	2.0812|0.0032	2.0007|0.0023	0.9115|0.001	1.9813|0.002	1.9992|0.0023	1.9092|0.0013	1.9092|0.0013	1.9938|0.0036	1.9991|0.0033	0.9183|0.001	3.0814|0.0046	2|0.0032	2.0026|0.0023	2.0064|0.0021	2.0117|0.0038	2.0017|0.0013	1.9999|0.0011	2.0091|9e-04	2.0084|0.0011	2.0489|9e-04	2.0489|9e-04	2.0024|0.0018	2.0097|0.0014	2.0692|0.0017	1.9159|0.001	2.0295|0.0011	2.0329|0.0015	2.0179|0.0023	2.0043|0.001	1.9734|0.0024	2.642|0.0019	2.0091|9e-04	1.9941|0.001	1.9971|0.0017	0.9115|0.001	0.9183|0.001	1.9726|0.0013	3.0695|0.0072	2.0043|0.001	2.0043|0.001	2.0489|9e-04	1.9986|0.001	0.9183|0.001	2.0091|9e-04	2.0007|0.0023	1.983|0.0024
MMRF_2651_1_BM_CD138pos_pair	1.9765|0.0012	0.9776|0.0019	2.7267|0.0039	1.6245|0.0026	2.0051|0.0012	2.0051|0.0012	1.0213|9e-04	1.0243|8e-04	2.3798|0.0019	1.9885|0.0047	1.1509|0.0012	1.9904|0.0022	2.9896|0.0041	2.0297|0.0015	2.0297|0.0015	1.9735|0.0039	1.9864|0.0036	1.9401|0.0015	2.9152|0.0019	2.0019|0.0034	1.0113|0.0017	2.2696|0.0045	1.0069|0.0024	2.5061|0.0028	2.0129|0.0011	1.9981|9e-04	1.9981|9e-04	1.1334|0.0015	2.0334|0.0011	2.0049|0.001	2.0049|0.001	2.9876|0.0048	1.0212|0.0011	1.6149|0.0015	2.0182|0.0026	1.0231|6e-04	1.0231|6e-04	2.0269|0.0037	1.9945|0.0076	1.9981|9e-04	2.0107|0.0016	1.9434|0.0013	1.1509|0.0012	1.9434|0.0013	1.0243|8e-04	2.9152|0.0019	1.0231|6e-04	1.0231|6e-04	1.0848|0.0011	2.0129|0.0011	1.9434|0.0013	1.9981|9e-04	1.9865|0.0031	1.9975|0.0028
MMRF_2652_1_BM_CD138pos_pair	1.9819|0.002	1.9914|0.0013	1.0023|0.0011	2.0169|0.0014	1.1933|0.002	1.009|7e-04	0.9978|0.0011	1.1719|0.0014	2.0167|0.0024	1.0411|0.0028	1.0079|0.001	2.0392|0.0024	2.0463|0.0021	1.9908|0.0024	1.9901|0.0019	2.0589|0.0024	2.0565|0.0031	1.0127|9e-04	2.9993|0.0018	1.4742|0.0027	1.7761|0.0044	2.0104|0.0022	1.035|0.0021	2.0044|0.0013	2.0013|0.001	1.9974|9e-04	1.9965|0.001	1.9926|0.001	0.9883|0.0011	1.9869|0.0018	2|0.0014	1.9871|9e-04	1.9871|9e-04	1.9989|0.0014	2.0023|0.0015	0.9991|0.0016	0.9986|0.0011	2.0058|0.0012	2.0058|0.0012	1.9974|9e-04	2.0169|0.0014	1.0307|9e-04	1.0079|0.001	0.9979|8e-04	0.9992|8e-04	2.9993|0.0018	2.0001|0.0013	2.0001|0.0013	1.9926|0.001	2.0013|0.001	0.9979|8e-04	1.9974|9e-04	2.0285|0.0043	1.0349|0.0022
MMRF_2654_1_BM_CD138pos_pair	1.9899|0.0017	0.9039|0.0022	2.0021|0.0012	2.0021|0.0012	2|0.0012	2|0.0012	0.8812|0.0013	2.0324|0.002	2.0316|0.0024	2.0342|0.0043	2.0121|0.0029	2.0118|0.0016	2.0118|0.0016	1.9918|0.0015	1.9918|0.0015	2.019|0.0025	2.0289|0.0033	0.9226|0.0024	1.9992|0.0014	2.0154|0.0017	2.0154|0.0017	2.0004|0.0023	2.0372|0.0024	2.0035|0.0014	1.9894|0.0014	1.9938|0.001	1.9969|0.0012	1.9952|0.0019	1.9856|0.0011	1.9885|0.0023	0.9082|0.0015	1.9968|0.001	1.9968|0.001	1.9923|0.0011	1.9923|0.0011	0.9071|0.0015	2.0095|0.0018	1.9939|0.0013	1.9939|0.0013	1.9938|0.001	2.0021|0.0012	0.9226|0.0024	2.0063|0.0027	1.9902|0.0017	2.0028|0.0015	1.9992|0.0013	1.9955|0.0014	1.9955|0.0014	1.9952|0.0019	0.616|0.0164	1.9902|0.0017	1.9938|0.001	2.0397|0.0037	2.0372|0.0024
MMRF_2655_1_BM_CD138pos_pair	2.011|0.0024	2.0035|0.0018	2.0116|0.0012	2.0147|0.0014	1.9855|0.0029	1.9813|0.0016	0.9812|8e-04	0.9884|0.0012	1.9833|0.0024	0.9847|0.0015	1.0035|0.0012	2.0019|0.0032	2.0041|0.0035	2.0183|0.0023	2.0128|0.0019	1.9928|0.0032	1.9359|0.0044	1.115|0.0013	2.7906|0.0019	2.0156|0.0022	2.0151|0.0022	1.9554|0.0024	0.9744|0.0019	2.0077|0.0016	1.9985|0.0012	1.9948|0.0015	1.9787|0.0017	1.9642|0.0012	1.963|0.0011	1.995|0.0014	1.9861|0.001	1.9685|0.0011	1.9685|0.0011	2.0058|0.0021	2.0015|0.0016	1.9132|0.0027	1.9277|0.0022	2.1389|0.0014	2.1389|0.0014	1.9718|0.0014	2.0116|0.0012	0.9838|8e-04	1.0035|0.0012	0.9838|8e-04	0.9804|0.0012	2.7906|0.0019	2.0045|0.0015	2.0045|0.0015	1.9611|0.001	1.9972|0.0012	0.9838|8e-04	1.9718|0.0014	0.9847|0.0015	0.9703|0.0015
MMRF_2659_1_BM_CD138pos_pair	1.9859|0.0025	1.9693|0.0017	2.0847|0.0012	2.0847|0.0012	2.015|0.0012	2.015|0.0012	1.9839|0.0014	0.9382|0.001	3.6963|0.0061	0.9309|0.0026	0.93|0.0013	1.5259|0.0031	1.9906|0.0026	2.0139|0.0016	2.0139|0.0016	1.962|0.0026	1.968|0.0045	0.9308|8e-04	3.3575|0.0039	1.9921|0.0018	1.9921|0.0018	1.9911|0.0024	1.9835|0.0041	2.0037|0.0015	1.9982|0.0011	2.0389|0.0015	2.047|0.0015	0.9328|0.0013	0.95|7e-04	1.8078|0.0019	1.2287|9e-04	2.0254|0.0013	0.9572|0.0018	2|0.0011	2|0.0011	2.0061|0.0013	2.0869|0.0054	2.0159|0.0029	2.1327|0.0017	2.0469|0.0013	2.0847|0.0012	0.9308|8e-04	0.93|0.0013	0.9308|8e-04	0.9382|0.001	5.7727|0.035	6.4118|0.0548	6.4118|0.0548	0.9328|0.0013	1.9982|0.0011	0.9308|8e-04	2.0469|0.0013	0.9309|0.0026	1.9811|0.0027
