Genomic alteration	NDMM freq	SMM freq	freq diff	BT-score NDMM	BT-score SMM	Clonality difference	p-val	q-val (BH)	q-val signif
amp_chr_20p	0.049586776859504134	0.08	-0.030413223140495868	3.9362943454607646	2.2084434336868255	1.7278509117739391	1.4508889103849688e-11	1.160711128307975e-9	yes
amp_chr_12q	0.024793388429752067	0.055384615384615386	-0.03059122695486332	4.195305886505567	3.222555452960086	0.9727504335454809	1.0605997934914123e-7	8.484798347931297e-6	yes
amp_chr_17p	0.09090909090909091	0.12307692307692308	-0.03216783216783217	2.0545872797796694	1.782521222469275	0.27206605731039435	0.06343244610401354	1	no
amp_chr_17q	0.11097992916174734	0.1476923076923077	-0.03671237853056036	2.4860415975290278	1.9382964166689634	0.5477451808600644	1.65444862451198e-6	1.323558899609584e-4	yes
amp_chr_16p_BCMA	0.0448642266824085	0.08923076923076922	-0.04436654254836073	2.9038073478958815	2.4436704775999902	0.46013687029589123	0.002642630591559353	0.21141044732474826	no
amp_chr_12p	0.018890200708382526	0.06769230769230769	-0.04880210698392516	3.8844682340455456	2.7179442231180326	1.166524010927513	3.946417836247116e-9	3.1571342689976927e-7	yes
amp_chr_4p	0.08146399055489964	0.13230769230769232	-0.05084370175279268	2.2825005236785065	1.9783511859731002	0.3041493377054063	8.357657823247608e-4	0.06686126258598087	no
amp_chr_4q	0.09799291617473435	0.15076923076923077	-0.052776314594496415	2.3001480445511717	2.010363255695975	0.28978478885519676	0.008711880613026813	0.6969504490421451	no
amp_chr_22q	0.021251475796930343	0.07692307692307693	-0.05567160112614658	5.210461060784942	2.625167925438605	2.585293135346337	1.4508889103849688e-11	1.160711128307975e-9	yes
amp_chr_16q	0.031877213695395513	0.08923076923076922	-0.05735355553537371	4.679455621912668	2.920541291648866	1.758914330263802	5.803555641539875e-11	4.6428445132319e-9	yes
amp_chr_1p	0.02243211334120425	0.08307692307692308	-0.06064480973571883	3.9510983927620513	3.05985848806436	0.8912399046976915	2.7566889297314407e-10	2.2053511437851527e-8	yes
